	n	p
group2628	0.0	0.9996270510218255
group2629	0.0	0.9996270510218255
group2630	1.0	0.9977045253033445
group2631	2.0	0.9923878157469086
group2632	1.0	0.9977045253033445
group2633	0.0	0.9996270510218255
group2634	1.0	0.9977045253033445
group2635	0.0	0.9996270510218255
group2636	0.0	0.9996270510218255
group2637	0.0	0.9996270510218255
group2638	0.0	0.9996270510218255
group2639	1.0	0.9977045253033445
group2640	0.0	0.9996270510218255
group2641	0.0	0.9996270510218255
group2642	0.0	0.9996270510218255
group2643	0.0	0.9996270510218255
group2644	0.0	0.9996270510218255
group2645	0.0	0.9996270510218255
group2646	0.0	0.9996270510218255
group2647	1.0	0.9977045253033445
group2648	0.0	0.9996270510218255
group2649	0.0	0.9996270510218255
group2650	0.0	0.9996270510218255
group2651	0.0	0.9996270510218255
group2652	0.0	0.9996270510218255
group2653	1.0	0.9977045253033445
group2654	0.0	0.9996270510218255
group2655	0.0	0.9996270510218255
group2656	0.0	0.9996270510218255
group2657	0.0	0.9996270510218255
group2658	0.0	0.9996270510218255
group2659	0.0	0.9996270510218255
group2660	0.0	0.9996270510218255
group2661	2.0	0.9923878157469086
group2662	4.0	0.9636385976372321
group2663	0.0	0.9996270510218255
group2664	0.0	0.9996270510218255
group2665	0.0	0.9996270510218255
group2666	0.0	0.9996270510218255
group2667	0.0	0.9996270510218255
group2668	0.0	0.9996270510218255
group2669	2.0	0.9923878157469086
group2670	0.0	0.9996270510218255
group2671	1.0	0.9977045253033445
group2672	4.0	0.9636385976372321
group2673	12.0	0.6118171600800579
group2674	0.0	0.9996270510218255
group2675	3.0	0.9816039147469156
group2676	12.0	0.6118171600800579
group2677	0.0	0.9996270510218255
group2678	0.0	0.9996270510218255
group2679	0.0	0.9996270510218255
group2680	0.0	0.9996270510218255
group2681	3.0	0.9816039147469156
group2682	0.0	0.9996270510218255
group2683	0.0	0.9996270510218255
group2684	0.0	0.9996270510218255
group2685	2.0	0.9923878157469086
group2686	2.0	0.9923878157469086
group2687	0.0	0.9996270510218255
group2688	2.0	0.9923878157469086
group2689	0.0	0.9996270510218255
group2690	1.0	0.9977045253033445
group2691	0.0	0.9996270510218255
group2692	0.0	0.9996270510218255
group2693	0.0	0.9996270510218255
group2694	0.0	0.9996270510218255
group2695	0.0	0.9996270510218255
group2696	0.0	0.9996270510218255
group2697	0.0	0.9996270510218255
group2698	0.0	0.9996270510218255
group2699	0.0	0.9996270510218255
group2700	0.0	0.9996270510218255
group2701	1.0	0.9977045253033445
group2702	0.0	0.9996270510218255
group2703	0.0	0.9996270510218255
group2704	0.0	0.9996270510218255
group2705	6.0	0.9037650928930426
group2706	0.0	0.9996270510218255
group2707	1.0	0.9977045253033445
group2708	0.0	0.9996270510218255
group2709	7.0	0.863022359174169
group2710	0.0	0.9996270510218255
group2711	0.0	0.9996270510218255
group2712	2.0	0.9923878157469086
group2713	0.0	0.9996270510218255
group2714	0.0	0.9996270510218255
group2715	0.0	0.9996270510218255
group2716	0.0	0.9996270510218255
group2717	8.0	0.8169246331035801
group2718	0.0	0.9996270510218255
group2719	0.0	0.9996270510218255
group2720	0.0	0.9996270510218255
group2721	0.0	0.9996270510218255
group2722	2.0	0.9923878157469086
group2723	0.0	0.9996270510218255
group2724	0.0	0.9996270510218255
group2725	0.0	0.9996270510218255
group2726	0.0	0.9996270510218255
group2727	0.0	0.9996270510218255
group2728	0.0	0.9996270510218255
group2729	1.0	0.9977045253033445
group2730	0.0	0.9996270510218255
group2731	0.0	0.9996270510218255
group2732	7.0	0.863022359174169
group2733	0.0	0.9996270510218255
group2734	0.0	0.9996270510218255
group2735	0.0	0.9996270510218255
group2736	0.0	0.9996270510218255
group2737	0.0	0.9996270510218255
group2738	7.0	0.863022359174169
group2739	0.0	0.9996270510218255
group2740	5.0	0.9376373728504575
group2741	0.0	0.9996270510218255
group2742	6.0	0.9037650928930426
group2743	0.0	0.9996270510218255
group2744	3.0	0.9816039147469156
group2745	0.0	0.9996270510218255
group2746	0.0	0.9996270510218255
group2747	0.0	0.9996270510218255
group2748	0.0	0.9996270510218255
group2749	0.0	0.9996270510218255
group2750	0.0	0.9996270510218255
group2751	0.0	0.9996270510218255
group2752	1.0	0.9977045253033445
group2753	0.0	0.9996270510218255
group2754	0.0	0.9996270510218255
group2755	0.0	0.9996270510218255
group2756	0.0	0.9996270510218255
group2757	3.0	0.9816039147469156
group2758	1.0	0.9977045253033445
group2759	0.0	0.9996270510218255
group2760	0.0	0.9996270510218255
group2761	0.0	0.9996270510218255
group2762	0.0	0.9996270510218255
group2763	0.0	0.9996270510218255
group2764	0.0	0.9996270510218255
group2765	0.0	0.9996270510218255
group2766	2.0	0.9923878157469086
group2767	0.0	0.9996270510218255
group2768	0.0	0.9996270510218255
group2769	0.0	0.9996270510218255
group2770	0.0	0.9996270510218255
group2771	0.0	0.9996270510218255
group2772	0.0	0.9996270510218255
group2773	19.0	0.30347126362795246
group2774	0.0	0.9996270510218255
group2775	3.0	0.9816039147469156
group2776	0.0	0.9996270510218255
group2777	9.0	0.7672173131135352
group2778	0.0	0.9996270510218255
group2779	0.0	0.9996270510218255
group2780	0.0	0.9996270510218255
group2781	0.0	0.9996270510218255
group2782	0.0	0.9996270510218255
group2783	2.0	0.9923878157469086
group2784	1.0	0.9977045253033445
group2785	0.0	0.9996270510218255
group2786	0.0	0.9996270510218255
group2787	2.0	0.9923878157469086
group2788	1.0	0.9977045253033445
group2789	2.0	0.9923878157469086
group2790	1.0	0.9977045253033445
group2791	1.0	0.9977045253033445
group2792	3.0	0.9816039147469156
group2793	5.0	0.9376373728504575
group2794	0.0	0.9996270510218255
group2795	19.0	0.30347126362795246
group2796	1.0	0.9977045253033445
group2797	0.0	0.9996270510218255
group2798	0.0	0.9996270510218255
group2799	0.0	0.9996270510218255
group2800	0.0	0.9996270510218255
group2801	0.0	0.9996270510218255
group2802	0.0	0.9996270510218255
group2803	0.0	0.9996270510218255
group2804	1.0	0.9977045253033445
group2805	0.0	0.9996270510218255
group2806	3.0	0.9816039147469156
group2807	0.0	0.9996270510218255
group2808	0.0	0.9996270510218255
group2809	1.0	0.9977045253033445
group2810	0.0	0.9996270510218255
group2811	6.0	0.9037650928930426
group2812	2.0	0.9923878157469086
group2813	0.0	0.9996270510218255
group2814	0.0	0.9996270510218255
group2815	2.0	0.9923878157469086
group2816	0.0	0.9996270510218255
group2817	0.0	0.9996270510218255
group2818	0.0	0.9996270510218255
group2819	0.0	0.9996270510218255
group2820	0.0	0.9996270510218255
group2821	0.0	0.9996270510218255
group2822	6.0	0.9037650928930426
group2823	9.0	0.7672173131135352
group2824	0.0	0.9996270510218255
group2825	0.0	0.9996270510218255
group2826	3.0	0.9816039147469156
group2827	1.0	0.9977045253033445
group2828	0.0	0.9996270510218255
group2829	0.0	0.9996270510218255
group2830	0.0	0.9996270510218255
group2831	0.0	0.9996270510218255
group2832	0.0	0.9996270510218255
group2833	0.0	0.9996270510218255
group2834	1.0	0.9977045253033445
group2835	0.0	0.9996270510218255
group2836	0.0	0.9996270510218255
group2837	4.0	0.9636385976372321
group2838	13.0	0.5614824000936055
group2839	0.0	0.9996270510218255
group2840	1.0	0.9977045253033445
group2841	0.0	0.9996270510218255
group2842	1.0	0.9977045253033445
group2843	1.0	0.9977045253033445
group2844	0.0	0.9996270510218255
group2845	0.0	0.9996270510218255
group2846	2.0	0.9923878157469086
group2847	7.0	0.863022359174169
group2848	0.0	0.9996270510218255
group2849	0.0	0.9996270510218255
group2850	0.0	0.9996270510218255
group2851	7.0	0.863022359174169
group2852	0.0	0.9996270510218255
group2853	0.0	0.9996270510218255
group2854	5.0	0.9376373728504575
group2855	0.0	0.9996270510218255
group2856	3.0	0.9816039147469156
group2857	1.0	0.9977045253033445
group2858	6.0	0.9037650928930426
group2859	0.0	0.9996270510218255
group2860	0.0	0.9996270510218255
group2861	0.0	0.9996270510218255
group2862	1.0	0.9977045253033445
group2863	1.0	0.9977045253033445
group2864	0.0	0.9996270510218255
group2865	0.0	0.9996270510218255
group2866	1.0	0.9977045253033445
group2867	0.0	0.9996270510218255
group2868	1.0	0.9977045253033445
group2869	0.0	0.9996270510218255
group2870	0.0	0.9996270510218255
group2871	0.0	0.9996270510218255
group2872	0.0	0.9996270510218255
group2873	0.0	0.9996270510218255
group2874	0.0	0.9996270510218255
group2875	0.0	0.9996270510218255
group2876	2.0	0.9923878157469086
group2877	0.0	0.9996270510218255
group2878	0.0	0.9996270510218255
group2879	1.0	0.9977045253033445
group2880	0.0	0.9996270510218255
group2881	0.0	0.9996270510218255
group2882	0.0	0.9996270510218255
group2883	3.0	0.9816039147469156
group2884	1.0	0.9977045253033445
group2885	0.0	0.9996270510218255
group2886	11.0	0.6634261810364657
group2887	0.0	0.9996270510218255
group2888	0.0	0.9996270510218255
group2889	3.0	0.9816039147469156
group2890	0.0	0.9996270510218255
group2891	0.0	0.9996270510218255
group2892	0.0	0.9996270510218255
group2893	0.0	0.9996270510218255
group2894	0.0	0.9996270510218255
group2895	1.0	0.9977045253033445
group2896	17.0	0.3798427805522034
group2897	0.0	0.9996270510218255
group2898	4.0	0.9636385976372321
group2899	0.0	0.9996270510218255
group2900	0.0	0.9996270510218255
group2901	0.0	0.9996270510218255
group2902	0.0	0.9996270510218255
group2903	1.0	0.9977045253033445
group2904	0.0	0.9996270510218255
group2905	0.0	0.9996270510218255
group2906	0.0	0.9996270510218255
group2907	0.0	0.9996270510218255
group2908	0.0	0.9996270510218255
group2909	0.0	0.9996270510218255
group2910	0.0	0.9996270510218255
group2911	0.0	0.9996270510218255
group2912	0.0	0.9996270510218255
group2913	4.0	0.9636385976372321
group2914	4.0	0.9636385976372321
group2915	0.0	0.9996270510218255
group2916	0.0	0.9996270510218255
group2917	0.0	0.9996270510218255
group2918	0.0	0.9996270510218255
group2919	0.0	0.9996270510218255
group2920	1.0	0.9977045253033445
group2921	3.0	0.9816039147469156
group2922	0.0	0.9996270510218255
group2923	4.0	0.9636385976372321
group2924	0.0	0.9996270510218255
group2925	0.0	0.9996270510218255
group2926	0.0	0.9996270510218255
group2927	0.0	0.9996270510218255
group2928	1.0	0.9977045253033445
group2929	0.0	0.9996270510218255
group2930	0.0	0.9996270510218255
group2931	0.0	0.9996270510218255
group2932	0.0	0.9996270510218255
group2933	0.0	0.9996270510218255
group2934	5.0	0.9376373728504575
group2935	0.0	0.9996270510218255
group2936	0.0	0.9996270510218255
group2937	0.0	0.9996270510218255
group2938	0.0	0.9996270510218255
group2939	0.0	0.9996270510218255
group2940	5.0	0.9376373728504575
group2941	3.0	0.9816039147469156
group2942	0.0	0.9996270510218255
group2943	0.0	0.9996270510218255
group2944	0.0	0.9996270510218255
group2945	0.0	0.9996270510218255
group2946	3.0	0.9816039147469156
group2947	0.0	0.9996270510218255
group2948	5.0	0.9376373728504575
group2949	0.0	0.9996270510218255
group2950	1.0	0.9977045253033445
group2951	0.0	0.9996270510218255
group2952	0.0	0.9996270510218255
group2953	0.0	0.9996270510218255
group2954	0.0	0.9996270510218255
group2955	0.0	0.9996270510218255
group2956	0.0	0.9996270510218255
group2957	0.0	0.9996270510218255
group2958	0.0	0.9996270510218255
group2959	1.0	0.9977045253033445
group2960	10.0	0.7155810135901454
group2961	0.0	0.9996270510218255
group2962	0.0	0.9996270510218255
group2963	4.0	0.9636385976372321
group2964	0.0	0.9996270510218255
group2965	0.0	0.9996270510218255
group2966	0.0	0.9996270510218255
group2967	0.0	0.9996270510218255
group2968	0.0	0.9996270510218255
group2969	0.0	0.9996270510218255
group2970	0.0	0.9996270510218255
group2971	0.0	0.9996270510218255
group2972	0.0	0.9996270510218255
group2973	0.0	0.9996270510218255
group2974	0.0	0.9996270510218255
group2975	0.0	0.9996270510218255
group2976	0.0	0.9996270510218255
group2977	0.0	0.9996270510218255
group2978	0.0	0.9996270510218255
group2979	0.0	0.9996270510218255
group2980	0.0	0.9996270510218255
group2981	0.0	0.9996270510218255
group2982	3.0	0.9816039147469156
group2983	0.0	0.9996270510218255
group2984	1.0	0.9977045253033445
group2985	1.0	0.9977045253033445
group2986	0.0	0.9996270510218255
group2987	0.0	0.9996270510218255
group2988	2.0	0.9923878157469086
group2989	0.0	0.9996270510218255
group2990	3.0	0.9816039147469156
group2991	2.0	0.9923878157469086
group2992	1.0	0.9977045253033445
group2993	0.0	0.9996270510218255
group2994	0.0	0.9996270510218255
group2995	0.0	0.9996270510218255
group2996	0.0	0.9996270510218255
group2997	0.0	0.9996270510218255
group2998	0.0	0.9996270510218255
group2999	0.0	0.9996270510218255
group3000	0.0	0.9996270510218255
group3001	0.0	0.9996270510218255
group3002	0.0	0.9996270510218255
group3003	0.0	0.9996270510218255
group3004	0.0	0.9996270510218255
group3005	4.0	0.9636385976372321
group3006	8.0	0.8169246331035801
group3007	0.0	0.9996270510218255
group3008	3.0	0.9816039147469156
group3009	0.0	0.9996270510218255
group3010	0.0	0.9996270510218255
group3011	0.0	0.9996270510218255
group3012	17.0	0.3798427805522034
group3013	1.0	0.9977045253033445
group3014	1.0	0.9977045253033445
group3015	0.0	0.9996270510218255
group3016	0.0	0.9996270510218255
group3017	4.0	0.9636385976372321
group3018	0.0	0.9996270510218255
group3019	0.0	0.9996270510218255
group3020	0.0	0.9996270510218255
group3021	0.0	0.9996270510218255
group3022	3.0	0.9816039147469156
group3023	1.0	0.9977045253033445
group3024	0.0	0.9996270510218255
group3025	1.0	0.9977045253033445
group3026	1.0	0.9977045253033445
group3027	4.0	0.9636385976372321
group3028	0.0	0.9996270510218255
group3029	1.0	0.9977045253033445
group3030	0.0	0.9996270510218255
group3031	7.0	0.863022359174169
group3032	0.0	0.9996270510218255
group3033	0.0	0.9996270510218255
group3034	0.0	0.9996270510218255
group3035	2.0	0.9923878157469086
group3036	0.0	0.9996270510218255
group3037	4.0	0.9636385976372321
group3038	0.0	0.9996270510218255
group3039	1.0	0.9977045253033445
group3040	1.0	0.9977045253033445
group3041	0.0	0.9996270510218255
group3042	0.0	0.9996270510218255
group3043	11.0	0.6634261810364657
group3044	3.0	0.9816039147469156
group3045	0.0	0.9996270510218255
group3046	0.0	0.9996270510218255
group3047	0.0	0.9996270510218255
group3048	0.0	0.9996270510218255
group3049	1.0	0.9977045253033445
group3050	0.0	0.9996270510218255
group3051	0.0	0.9996270510218255
group3052	0.0	0.9996270510218255
group3053	4.0	0.9636385976372321
group3054	3.0	0.9816039147469156
group3055	0.0	0.9996270510218255
group3056	0.0	0.9996270510218255
group3057	1.0	0.9977045253033445
group3058	0.0	0.9996270510218255
group3059	11.0	0.6634261810364657
group3060	0.0	0.9996270510218255
group3061	0.0	0.9996270510218255
group3062	0.0	0.9996270510218255
group3063	1.0	0.9977045253033445
group3064	0.0	0.9996270510218255
group3065	0.0	0.9996270510218255
group3066	4.0	0.9636385976372321
group3067	0.0	0.9996270510218255
group3068	1.0	0.9977045253033445
group3069	0.0	0.9996270510218255
group3070	0.0	0.9996270510218255
group3071	0.0	0.9996270510218255
group3072	4.0	0.9636385976372321
group3073	0.0	0.9996270510218255
group3074	0.0	0.9996270510218255
group3075	1.0	0.9977045253033445
group3076	0.0	0.9996270510218255
group3077	0.0	0.9996270510218255
group3078	0.0	0.9996270510218255
group3079	0.0	0.9996270510218255
group3080	0.0	0.9996270510218255
group3081	0.0	0.9996270510218255
group3082	0.0	0.9996270510218255
group3083	0.0	0.9996270510218255
group3084	1.0	0.9977045253033445
group3085	0.0	0.9996270510218255
group3086	0.0	0.9996270510218255
group3087	0.0	0.9996270510218255
group3088	1.0	0.9977045253033445
group3089	0.0	0.9996270510218255
group3090	1.0	0.9977045253033445
group3091	0.0	0.9996270510218255
group3092	5.0	0.9376373728504575
group3093	0.0	0.9996270510218255
group3094	18.0	0.3403438520397203
group3095	0.0	0.9996270510218255
group3096	0.0	0.9996270510218255
group3097	1.0	0.9977045253033445
group3098	0.0	0.9996270510218255
group3099	7.0	0.863022359174169
group3100	0.0	0.9996270510218255
group3101	0.0	0.9996270510218255
group3102	0.0	0.9996270510218255
group3103	0.0	0.9996270510218255
group3104	0.0	0.9996270510218255
group3105	2.0	0.9923878157469086
group3106	0.0	0.9996270510218255
group3107	1.0	0.9977045253033445
group3108	4.0	0.9636385976372321
group3109	0.0	0.9996270510218255
group3110	0.0	0.9996270510218255
group3111	0.0	0.9996270510218255
group3112	0.0	0.9996270510218255
group3113	3.0	0.9816039147469156
group3114	0.0	0.9996270510218255
group3115	1.0	0.9977045253033445
group3116	0.0	0.9996270510218255
group3117	0.0	0.9996270510218255
group3118	0.0	0.9996270510218255
group3119	0.0	0.9996270510218255
group3120	9.0	0.7672173131135352
group3121	0.0	0.9996270510218255
group3122	1.0	0.9977045253033445
group3123	0.0	0.9996270510218255
group3124	0.0	0.9996270510218255
group3125	10.0	0.7155810135901454
group3126	0.0	0.9996270510218255
group3127	0.0	0.9996270510218255
group3128	0.0	0.9996270510218255
group3129	0.0	0.9996270510218255
group3130	6.0	0.9037650928930426
group3131	0.0	0.9996270510218255
group3132	0.0	0.9996270510218255
group3133	0.0	0.9996270510218255
group3134	0.0	0.9996270510218255
group3135	0.0	0.9996270510218255
group3136	1.0	0.9977045253033445
group3137	4.0	0.9636385976372321
group3138	4.0	0.9636385976372321
group3139	0.0	0.9996270510218255
group3140	0.0	0.9996270510218255
group3141	1.0	0.9977045253033445
group3142	0.0	0.9996270510218255
group3143	0.0	0.9996270510218255
group3144	0.0	0.9996270510218255
group3145	0.0	0.9996270510218255
group3146	9.0	0.7672173131135352
group3147	0.0	0.9996270510218255
group3148	0.0	0.9996270510218255
group3149	0.0	0.9996270510218255
group3150	0.0	0.9996270510218255
group3151	0.0	0.9996270510218255
group3152	1.0	0.9977045253033445
group3153	0.0	0.9996270510218255
group3154	0.0	0.9996270510218255
group3155	0.0	0.9996270510218255
group3156	0.0	0.9996270510218255
group3157	0.0	0.9996270510218255
group3158	0.0	0.9996270510218255
group3159	0.0	0.9996270510218255
group3160	2.0	0.9923878157469086
group3161	0.0	0.9996270510218255
group3162	4.0	0.9636385976372321
group3163	0.0	0.9996270510218255
group3164	0.0	0.9996270510218255
group3165	0.0	0.9996270510218255
group3166	0.0	0.9996270510218255
group3167	0.0	0.9996270510218255
group3168	1.0	0.9977045253033445
group3169	0.0	0.9996270510218255
group3170	2.0	0.9923878157469086
group3171	1.0	0.9977045253033445
group3172	1.0	0.9977045253033445
group3173	3.0	0.9816039147469156
group3174	0.0	0.9996270510218255
group3175	0.0	0.9996270510218255
group3176	0.0	0.9996270510218255
group3177	0.0	0.9996270510218255
group3178	0.0	0.9996270510218255
group3179	0.0	0.9996270510218255
group3180	1.0	0.9977045253033445
group3181	0.0	0.9996270510218255
group3182	0.0	0.9996270510218255
group3183	1.0	0.9977045253033445
group3184	0.0	0.9996270510218255
group3185	5.0	0.9376373728504575
group3186	1.0	0.9977045253033445
group3187	1.0	0.9977045253033445
group3188	0.0	0.9996270510218255
group3189	0.0	0.9996270510218255
group3190	0.0	0.9996270510218255
group3191	0.0	0.9996270510218255
group3192	0.0	0.9996270510218255
group3193	0.0	0.9996270510218255
group3194	0.0	0.9996270510218255
group3195	0.0	0.9996270510218255
group3196	1.0	0.9977045253033445
group3197	0.0	0.9996270510218255
group3198	0.0	0.9996270510218255
group3199	0.0	0.9996270510218255
group3200	0.0	0.9996270510218255
group3201	1.0	0.9977045253033445
group3202	2.0	0.9923878157469086
group3203	0.0	0.9996270510218255
group3204	3.0	0.9816039147469156
group3205	1.0	0.9977045253033445
group3206	0.0	0.9996270510218255
group3207	0.0	0.9996270510218255
group3208	0.0	0.9996270510218255
group3209	1.0	0.9977045253033445
group3210	3.0	0.9816039147469156
group3211	0.0	0.9996270510218255
group3212	0.0	0.9996270510218255
group3213	0.0	0.9996270510218255
group3214	0.0	0.9996270510218255
group3215	0.0	0.9996270510218255
group3216	0.0	0.9996270510218255
group3217	0.0	0.9996270510218255
group3218	1.0	0.9977045253033445
group3219	0.0	0.9996270510218255
group3220	0.0	0.9996270510218255
group3221	0.0	0.9996270510218255
group3222	4.0	0.9636385976372321
group3223	0.0	0.9996270510218255
group3224	2.0	0.9923878157469086
group3225	0.0	0.9996270510218255
group3226	0.0	0.9996270510218255
group3227	0.0	0.9996270510218255
group3228	0.0	0.9996270510218255
group3229	0.0	0.9996270510218255
group3230	0.0	0.9996270510218255
group3231	0.0	0.9996270510218255
group3232	1.0	0.9977045253033445
group3233	0.0	0.9996270510218255
group3234	0.0	0.9996270510218255
group3235	0.0	0.9996270510218255
group3236	0.0	0.9996270510218255
group3237	0.0	0.9996270510218255
group3238	1.0	0.9977045253033445
group3239	4.0	0.9636385976372321
group3240	0.0	0.9996270510218255
group3241	0.0	0.9996270510218255
group3242	1.0	0.9977045253033445
group3243	0.0	0.9996270510218255
group3244	0.0	0.9996270510218255
group3245	1.0	0.9977045253033445
group3246	12.0	0.6118171600800579
group3247	0.0	0.9996270510218255
group3248	0.0	0.9996270510218255
group3249	0.0	0.9996270510218255
group3250	0.0	0.9996270510218255
group3251	2.0	0.9923878157469086
group3252	0.0	0.9996270510218255
group3253	0.0	0.9996270510218255
group3254	0.0	0.9996270510218255
group3255	0.0	0.9996270510218255
group3256	0.0	0.9996270510218255
group3257	0.0	0.9996270510218255
group3258	0.0	0.9996270510218255
group3259	0.0	0.9996270510218255
group3260	0.0	0.9996270510218255
group3261	1.0	0.9977045253033445
group3262	0.0	0.9996270510218255
group3263	1.0	0.9977045253033445
group3264	2.0	0.9923878157469086
group3265	1.0	0.9977045253033445
group3266	2.0	0.9923878157469086
group3267	0.0	0.9996270510218255
group3268	0.0	0.9996270510218255
group3269	0.0	0.9996270510218255
group3270	1.0	0.9977045253033445
group3271	0.0	0.9996270510218255
group3272	0.0	0.9996270510218255
group3273	0.0	0.9996270510218255
group3274	0.0	0.9996270510218255
group3275	0.0	0.9996270510218255
group3276	0.0	0.9996270510218255
group3277	1.0	0.9977045253033445
group3278	1.0	0.9977045253033445
group3279	0.0	0.9996270510218255
group3280	3.0	0.9816039147469156
group3281	2.0	0.9923878157469086
group3282	1.0	0.9977045253033445
group3283	0.0	0.9996270510218255
group3284	0.0	0.9996270510218255
group3285	0.0	0.9996270510218255
group3286	3.0	0.9816039147469156
group3287	0.0	0.9996270510218255
group3288	0.0	0.9996270510218255
group3289	0.0	0.9996270510218255
group3290	0.0	0.9996270510218255
group3291	0.0	0.9996270510218255
group3292	6.0	0.9037650928930426
group3293	0.0	0.9996270510218255
group3294	2.0	0.9923878157469086
group3295	0.0	0.9996270510218255
group3296	0.0	0.9996270510218255
group3297	1.0	0.9977045253033445
group3298	0.0	0.9996270510218255
group3299	0.0	0.9996270510218255
group3300	1.0	0.9977045253033445
group3301	4.0	0.9636385976372321
group3302	0.0	0.9996270510218255
group3303	0.0	0.9996270510218255
group3304	1.0	0.9977045253033445
group3305	0.0	0.9996270510218255
group3306	1.0	0.9977045253033445
group3307	0.0	0.9996270510218255
group3308	1.0	0.9977045253033445
group3309	0.0	0.9996270510218255
group3310	0.0	0.9996270510218255
group3311	0.0	0.9996270510218255
group3312	0.0	0.9996270510218255
group3313	0.0	0.9996270510218255
group3314	1.0	0.9977045253033445
group3315	1.0	0.9977045253033445
group3316	0.0	0.9996270510218255
group3317	1.0	0.9977045253033445
group3318	0.0	0.9996270510218255
group3319	0.0	0.9996270510218255
group3320	0.0	0.9996270510218255
group3321	0.0	0.9996270510218255
group3322	1.0	0.9977045253033445
group3323	1.0	0.9977045253033445
group3324	0.0	0.9996270510218255
group3325	0.0	0.9996270510218255
group3326	0.0	0.9996270510218255
group3327	0.0	0.9996270510218255
group3328	0.0	0.9996270510218255
group3329	2.0	0.9923878157469086
group3330	0.0	0.9996270510218255
group3331	1.0	0.9977045253033445
group3332	0.0	0.9996270510218255
group3333	4.0	0.9636385976372321
group3334	0.0	0.9996270510218255
group3335	5.0	0.9376373728504575
group3336	6.0	0.9037650928930426
group3337	1.0	0.9977045253033445
group3338	1.0	0.9977045253033445
group3339	0.0	0.9996270510218255
group3340	0.0	0.9996270510218255
group3341	0.0	0.9996270510218255
group3342	0.0	0.9996270510218255
group3343	0.0	0.9996270510218255
group3344	0.0	0.9996270510218255
group3345	0.0	0.9996270510218255
group3346	0.0	0.9996270510218255
group3347	1.0	0.9977045253033445
group3348	0.0	0.9996270510218255
group3349	0.0	0.9996270510218255
group3350	0.0	0.9996270510218255
group3351	2.0	0.9923878157469086
group3352	0.0	0.9996270510218255
group3353	7.0	0.863022359174169
group3354	0.0	0.9996270510218255
group3355	0.0	0.9996270510218255
group3356	0.0	0.9996270510218255
group3357	1.0	0.9977045253033445
group3358	0.0	0.9996270510218255
group3359	0.0	0.9996270510218255
group3360	2.0	0.9923878157469086
group3361	0.0	0.9996270510218255
group3362	3.0	0.9816039147469156
group3363	0.0	0.9996270510218255
group3364	0.0	0.9996270510218255
group3365	0.0	0.9996270510218255
group3366	5.0	0.9376373728504575
group3367	0.0	0.9996270510218255
group3368	0.0	0.9996270510218255
group3369	0.0	0.9996270510218255
group3370	0.0	0.9996270510218255
group3371	6.0	0.9037650928930426
group3372	0.0	0.9996270510218255
group3373	1.0	0.9977045253033445
group3374	0.0	0.9996270510218255
group3375	0.0	0.9996270510218255
group3376	0.0	0.9996270510218255
group3377	1.0	0.9977045253033445
group3378	0.0	0.9996270510218255
group3379	0.0	0.9996270510218255
group3380	0.0	0.9996270510218255
group3381	0.0	0.9996270510218255
group3382	3.0	0.9816039147469156
group3383	0.0	0.9996270510218255
group3384	0.0	0.9996270510218255
group3385	0.0	0.9996270510218255
group3386	0.0	0.9996270510218255
group3387	0.0	0.9996270510218255
group3388	0.0	0.9996270510218255
group3389	19.0	0.30347126362795246
group3390	0.0	0.9996270510218255
group3391	0.0	0.9996270510218255
group3392	0.0	0.9996270510218255
group3393	6.0	0.9037650928930426
group3394	0.0	0.9996270510218255
group3395	0.0	0.9996270510218255
group3396	0.0	0.9996270510218255
group3397	2.0	0.9923878157469086
group3398	0.0	0.9996270510218255
group3399	0.0	0.9996270510218255
group3400	0.0	0.9996270510218255
group3401	2.0	0.9923878157469086
group3402	0.0	0.9996270510218255
group3403	0.0	0.9996270510218255
group3404	0.0	0.9996270510218255
group3405	0.0	0.9996270510218255
group3406	0.0	0.9996270510218255
group3407	0.0	0.9996270510218255
group3408	0.0	0.9996270510218255
group3409	0.0	0.9996270510218255
group3410	3.0	0.9816039147469156
group3411	0.0	0.9996270510218255
group3412	0.0	0.9996270510218255
group3413	0.0	0.9996270510218255
group3414	0.0	0.9996270510218255
group3415	0.0	0.9996270510218255
group3416	0.0	0.9996270510218255
group3417	1.0	0.9977045253033445
group3418	0.0	0.9996270510218255
group3419	8.0	0.8169246331035801
group3420	6.0	0.9037650928930426
group3421	1.0	0.9977045253033445
group3422	2.0	0.9923878157469086
group3423	0.0	0.9996270510218255
group3424	2.0	0.9923878157469086
group3425	0.0	0.9996270510218255
group3426	1.0	0.9977045253033445
group3427	0.0	0.9996270510218255
group3428	3.0	0.9816039147469156
group3429	1.0	0.9977045253033445
group3430	1.0	0.9977045253033445
group3431	3.0	0.9816039147469156
group3432	0.0	0.9996270510218255
group3433	0.0	0.9996270510218255
group3434	0.0	0.9996270510218255
group3435	0.0	0.9996270510218255
group3436	0.0	0.9996270510218255
group3437	2.0	0.9923878157469086
group3438	1.0	0.9977045253033445
group3439	0.0	0.9996270510218255
group3440	0.0	0.9996270510218255
group3441	7.0	0.863022359174169
group3442	0.0	0.9996270510218255
group3443	0.0	0.9996270510218255
group3444	0.0	0.9996270510218255
group3445	0.0	0.9996270510218255
group3446	0.0	0.9996270510218255
group3447	0.0	0.9996270510218255
group3448	0.0	0.9996270510218255
group3449	4.0	0.9636385976372321
group3450	2.0	0.9923878157469086
