	n	p	p_mc
group1512	10.0	0.7429218496308708	0.742905
group1513	15.0	0.5673423471376051	0.567975
group1514	14.0	0.6017819849342632	0.602205
group1515	28.0	0.21585037192217874	0.217685
group1516	18.0	0.46864364454830054	0.46992
group1517	26.0	0.25599925159772946	0.25839
group1518	24.0	0.30138841387382326	0.303285
group1519	8.0	0.8117969462700925	0.812245
group1520	11.0	0.7076021659432692	0.7076
group1521	24.0	0.30138841387382326	0.303285
group1522	28.0	0.21585037192217874	0.217685
group1523	8.0	0.8117969462700925	0.812245
group1524	19.0	0.4377067767942396	0.4388
group1525	3.0	0.9524905776673729	0.951885
group1526	35.0	0.1128781440319317	0.113925
group1527	11.0	0.7076021659432692	0.7076
group1528	40.0	0.06801613565811512	0.069375
group1529	32.0	0.15040557383806438	0.151535
group1530	14.0	0.6017819849342632	0.602205
group1531	32.0	0.15040557383806438	0.151535
group1532	28.0	0.21585037192217874	0.217685
group1533	12.0	0.6721385988744878	0.672445
group1534	8.0	0.8117969462700925	0.812245
group1535	46.0	0.035485937051574955	0.035805
group1536	8.0	0.8117969462700925	0.812245
group1537	26.0	0.25599925159772946	0.25839
group1538	0.0	0.9964557987482943	0.996615
group1539	56.0	0.010966121473371278	0.011125
group1540	22.0	0.35201804517410273	0.35302
group1541	18.0	0.46864364454830054	0.46992
group1542	14.0	0.6017819849342632	0.602205
group1543	46.0	0.035485937051574955	0.035805
group1544	15.0	0.5673423471376051	0.567975
group1545	49.0	0.02522865365164096	0.02494
group1546	17.0	0.5006180349426363	0.50179
group1547	3.0	0.9524905776673729	0.951885
group1548	37.0	0.09255791572214164	0.093805
group1549	7.0	0.8443826168740521	0.84442
group1550	24.0	0.30138841387382326	0.303285
group1551	30.0	0.18075823943707842	0.182175
group1552	12.0	0.6721385988744878	0.672445
group1553	7.0	0.8443826168740521	0.84442
group1554	5.0	0.9036320005865308	0.90362
group1555	11.0	0.7076021659432692	0.7076
group1556	12.0	0.6721385988744878	0.672445
group1557	8.0	0.8117969462700925	0.812245
group1558	44.0	0.044295119846229525	0.044485
group1559	18.0	0.46864364454830054	0.46992
group1560	24.0	0.30138841387382326	0.303285
group1561	28.0	0.21585037192217874	0.217685
group1562	20.0	0.4078871094777948	0.40859
group1563	17.0	0.5006180349426363	0.50179
group1564	23.0	0.3260526310564965	0.327605
group1565	28.0	0.21585037192217874	0.217685
group1566	29.0	0.19769001867504465	0.199415
group1567	28.0	0.21585037192217874	0.217685
group1568	12.0	0.6721385988744878	0.672445
group1569	35.0	0.1128781440319317	0.113925
group1570	2.0	0.9717759992072467	0.9717
group1571	18.0	0.46864364454830054	0.46992
group1572	21.0	0.3792977989193782	0.379795
group1573	58.0	0.008566115500265273	0.008605
group1574	30.0	0.18075823943707842	0.182175
group1575	31.0	0.1650144691224512	0.16628
group1576	21.0	0.3792977989193782	0.379795
group1577	12.0	0.6721385988744878	0.672445
group1578	13.0	0.6367770992954181	0.637285
group1579	8.0	0.8117969462700925	0.812245
group1580	18.0	0.46864364454830054	0.46992
group1581	16.0	0.5335648140455699	0.534455
group1582	16.0	0.5335648140455699	0.534455
group1583	21.0	0.3792977989193782	0.379795
group1584	36.0	0.10228770515807882	0.103235
group1585	10.0	0.7429218496308708	0.742905
group1586	14.0	0.6017819849342632	0.602205
group1587	30.0	0.18075823943707842	0.182175
group1588	10.0	0.7429218496308708	0.742905
group1589	22.0	0.35201804517410273	0.35302
group1590	11.0	0.7076021659432692	0.7076
group1591	30.0	0.18075823943707842	0.182175
group1592	20.0	0.4078871094777948	0.40859
group1593	24.0	0.30138841387382326	0.303285
group1594	48.0	0.028298663618121826	0.02826
group1595	22.0	0.35201804517410273	0.35302
group1596	6.0	0.8750880549677909	0.87498
group1597	14.0	0.6017819849342632	0.602205
group1598	12.0	0.6721385988744878	0.672445
group1599	24.0	0.30138841387382326	0.303285
group1600	33.0	0.13687985257205268	0.13778
group1601	13.0	0.6367770992954181	0.637285
group1602	9.0	0.7777927756120597	0.777985
group1603	15.0	0.5673423471376051	0.567975
group1604	22.0	0.35201804517410273	0.35302
group1605	36.0	0.10228770515807882	0.103235
group1606	27.0	0.23527556043971876	0.237375
group1607	14.0	0.6017819849342632	0.602205
group1608	16.0	0.5335648140455699	0.534455
group1609	0.0	0.9964557987482943	0.996615
group1610	12.0	0.6721385988744878	0.672445
group1611	25.0	0.2780348206846651	0.28033
group1612	12.0	0.6721385988744878	0.672445
group1613	26.0	0.25599925159772946	0.25839
group1614	11.0	0.7076021659432692	0.7076
group1615	10.0	0.7429218496308708	0.742905
group1616	23.0	0.3260526310564965	0.327605
group1617	20.0	0.4078871094777948	0.40859
group1618	24.0	0.30138841387382326	0.303285
group1619	14.0	0.6017819849342632	0.602205
group1620	23.0	0.3260526310564965	0.327605
group1621	35.0	0.1128781440319317	0.113925
group1622	43.0	0.049400413625175145	0.0496
group1623	42.0	0.05502639239179968	0.05553
group1624	9.0	0.7777927756120597	0.777985
group1625	19.0	0.4377067767942396	0.4388
group1626	6.0	0.8750880549677909	0.87498
group1627	16.0	0.5335648140455699	0.534455
group1628	22.0	0.35201804517410273	0.35302
group1629	14.0	0.6017819849342632	0.602205
group1630	40.0	0.06801613565811512	0.069375
group1631	14.0	0.6017819849342632	0.602205
group1632	10.0	0.7429218496308708	0.742905
group1633	47.0	0.03170709278870714	0.03201
group1634	24.0	0.30138841387382326	0.303285
group1635	4.0	0.9295752138973431	0.92911
group1636	31.0	0.1650144691224512	0.16628
group1637	5.0	0.9036320005865308	0.90362
group1638	18.0	0.46864364454830054	0.46992
group1639	82.0	0.0003385653100977441	0.00031
group1640	13.0	0.6367770992954181	0.637285
group1641	20.0	0.4078871094777948	0.40859
group1642	40.0	0.06801613565811512	0.069375
group1643	21.0	0.3792977989193782	0.379795
group1644	1.0	0.9866514794766174	0.98695
group1645	23.0	0.3260526310564965	0.327605
group1646	24.0	0.30138841387382326	0.303285
group1647	68.0	0.0023594607658527092	0.00236
group1648	36.0	0.10228770515807882	0.103235
group1649	17.0	0.5006180349426363	0.50179
group1650	41.0	0.06121642346371278	0.062355
group1651	22.0	0.35201804517410273	0.35302
group1652	13.0	0.6367770992954181	0.637285
group1653	10.0	0.7429218496308708	0.742905
group1654	49.0	0.02522865365164096	0.02494
group1655	27.0	0.23527556043971876	0.237375
group1656	15.0	0.5673423471376051	0.567975
group1657	9.0	0.7777927756120597	0.777985
group1658	15.0	0.5673423471376051	0.567975
group1659	12.0	0.6721385988744878	0.672445
group1660	40.0	0.06801613565811512	0.069375
group1661	4.0	0.9295752138973431	0.92911
group1662	13.0	0.6367770992954181	0.637285
group1663	4.0	0.9295752138973431	0.92911
group1664	8.0	0.8117969462700925	0.812245
group1665	1.0	0.9866514794766174	0.98695
group1666	33.0	0.13687985257205268	0.13778
group1667	17.0	0.5006180349426363	0.50179
group1668	24.0	0.30138841387382326	0.303285
group1669	26.0	0.25599925159772946	0.25839
group1670	18.0	0.46864364454830054	0.46992
group1671	12.0	0.6721385988744878	0.672445
group1672	26.0	0.25599925159772946	0.25839
group1673	15.0	0.5673423471376051	0.567975
group1674	11.0	0.7076021659432692	0.7076
group1675	44.0	0.044295119846229525	0.044485
group1676	38.0	0.08363724466130562	0.085145
group1677	7.0	0.8443826168740521	0.84442
group1678	10.0	0.7429218496308708	0.742905
group1679	7.0	0.8443826168740521	0.84442
group1680	33.0	0.13687985257205268	0.13778
group1681	5.0	0.9036320005865308	0.90362
group1682	9.0	0.7777927756120597	0.777985
group1683	23.0	0.3260526310564965	0.327605
group1684	22.0	0.35201804517410273	0.35302
group1685	13.0	0.6367770992954181	0.637285
group1686	8.0	0.8117969462700925	0.812245
group1687	25.0	0.2780348206846651	0.28033
group1688	17.0	0.5006180349426363	0.50179
group1689	5.0	0.9036320005865308	0.90362
group1690	3.0	0.9524905776673729	0.951885
group1691	10.0	0.7429218496308708	0.742905
group1692	14.0	0.6017819849342632	0.602205
group1693	41.0	0.06121642346371278	0.062355
group1694	31.0	0.1650144691224512	0.16628
group1695	15.0	0.5673423471376051	0.567975
group1696	18.0	0.46864364454830054	0.46992
group1697	44.0	0.044295119846229525	0.044485
group1698	19.0	0.4377067767942396	0.4388
group1699	7.0	0.8443826168740521	0.84442
group1700	26.0	0.25599925159772946	0.25839
group1701	4.0	0.9295752138973431	0.92911
group1702	6.0	0.8750880549677909	0.87498
group1703	32.0	0.15040557383806438	0.151535
group1704	43.0	0.049400413625175145	0.0496
group1705	22.0	0.35201804517410273	0.35302
group1706	15.0	0.5673423471376051	0.567975
group1707	6.0	0.8750880549677909	0.87498
group1708	9.0	0.7777927756120597	0.777985
group1709	7.0	0.8443826168740521	0.84442
group1710	28.0	0.21585037192217874	0.217685
group1711	22.0	0.35201804517410273	0.35302
group1712	5.0	0.9036320005865308	0.90362
group1713	8.0	0.8117969462700925	0.812245
group1714	4.0	0.9295752138973431	0.92911
group1715	13.0	0.6367770992954181	0.637285
group1716	8.0	0.8117969462700925	0.812245
group1717	20.0	0.4078871094777948	0.40859
group1718	19.0	0.4377067767942396	0.4388
group1719	18.0	0.46864364454830054	0.46992
group1720	10.0	0.7429218496308708	0.742905
group1721	26.0	0.25599925159772946	0.25839
group1722	15.0	0.5673423471376051	0.567975
group1723	26.0	0.25599925159772946	0.25839
group1724	55.0	0.01238972923148984	0.012535
group1725	2.0	0.9717759992072467	0.9717
group1726	30.0	0.18075823943707842	0.182175
group1727	23.0	0.3260526310564965	0.327605
group1728	33.0	0.13687985257205268	0.13778
group1729	36.0	0.10228770515807882	0.103235
group1730	11.0	0.7076021659432692	0.7076
group1731	12.0	0.6721385988744878	0.672445
group1732	37.0	0.09255791572214164	0.093805
group1733	13.0	0.6367770992954181	0.637285
group1734	14.0	0.6017819849342632	0.602205
group1735	1.0	0.9866514794766174	0.98695
group1736	15.0	0.5673423471376051	0.567975
group1737	13.0	0.6367770992954181	0.637285
group1738	61.0	0.005872702213013152	0.005865
group1739	6.0	0.8750880549677909	0.87498
group1740	17.0	0.5006180349426363	0.50179
group1741	34.0	0.12438853713111309	0.12545
group1742	13.0	0.6367770992954181	0.637285
group1743	20.0	0.4078871094777948	0.40859
group1744	18.0	0.46864364454830054	0.46992
group1745	12.0	0.6721385988744878	0.672445
group1746	37.0	0.09255791572214164	0.093805
group1747	27.0	0.23527556043971876	0.237375
group1748	31.0	0.1650144691224512	0.16628
group1749	11.0	0.7076021659432692	0.7076
group1750	45.0	0.03966974103952901	0.039845
group1751	9.0	0.7777927756120597	0.777985
group1752	29.0	0.19769001867504465	0.199415
group1753	9.0	0.7777927756120597	0.777985
group1754	28.0	0.21585037192217874	0.217685
group1755	21.0	0.3792977989193782	0.379795
group1756	32.0	0.15040557383806438	0.151535
group1757	8.0	0.8117969462700925	0.812245
group1758	17.0	0.5006180349426363	0.50179
group1759	26.0	0.25599925159772946	0.25839
group1760	8.0	0.8117969462700925	0.812245
group1761	5.0	0.9036320005865308	0.90362
group1762	14.0	0.6017819849342632	0.602205
group1763	4.0	0.9295752138973431	0.92911
group1764	13.0	0.6367770992954181	0.637285
group1765	8.0	0.8117969462700925	0.812245
group1766	27.0	0.23527556043971876	0.237375
group1767	12.0	0.6721385988744878	0.672445
group1768	15.0	0.5673423471376051	0.567975
group1769	21.0	0.3792977989193782	0.379795
group1770	2.0	0.9717759992072467	0.9717
group1771	5.0	0.9036320005865308	0.90362
group1772	17.0	0.5006180349426363	0.50179
group1773	30.0	0.18075823943707842	0.182175
group1774	20.0	0.4078871094777948	0.40859
group1775	4.0	0.9295752138973431	0.92911
group1776	14.0	0.6017819849342632	0.602205
group1777	23.0	0.3260526310564965	0.327605
group1778	9.0	0.7777927756120597	0.777985
group1779	11.0	0.7076021659432692	0.7076
group1780	7.0	0.8443826168740521	0.84442
group1781	7.0	0.8443826168740521	0.84442
group1782	21.0	0.3792977989193782	0.379795
group1783	59.0	0.00756027368607452	0.00757
group1784	7.0	0.8443826168740521	0.84442
group1785	10.0	0.7429218496308708	0.742905
group1786	14.0	0.6017819849342632	0.602205
group1787	24.0	0.30138841387382326	0.303285
group1788	17.0	0.5006180349426363	0.50179
group1789	50.0	0.022467405828647227	0.02228
group1790	10.0	0.7429218496308708	0.742905
group1791	12.0	0.6721385988744878	0.672445
group1792	33.0	0.13687985257205268	0.13778
group1793	13.0	0.6367770992954181	0.637285
group1794	19.0	0.4377067767942396	0.4388
group1795	4.0	0.9295752138973431	0.92911
group1796	29.0	0.19769001867504465	0.199415
group1797	6.0	0.8750880549677909	0.87498
group1798	29.0	0.19769001867504465	0.199415
group1799	18.0	0.46864364454830054	0.46992
group1800	21.0	0.3792977989193782	0.379795
group1801	10.0	0.7429218496308708	0.742905
group1802	31.0	0.1650144691224512	0.16628
group1803	26.0	0.25599925159772946	0.25839
group1804	21.0	0.3792977989193782	0.379795
group1805	24.0	0.30138841387382326	0.303285
group1806	32.0	0.15040557383806438	0.151535
group1807	22.0	0.35201804517410273	0.35302
group1808	35.0	0.1128781440319317	0.113925
group1809	11.0	0.7076021659432692	0.7076
group1810	9.0	0.7777927756120597	0.777985
group1811	17.0	0.5006180349426363	0.50179
group1812	8.0	0.8117969462700925	0.812245
group1813	20.0	0.4078871094777948	0.40859
group1814	16.0	0.5335648140455699	0.534455
group1815	17.0	0.5006180349426363	0.50179
group1816	9.0	0.7777927756120597	0.777985
group1817	26.0	0.25599925159772946	0.25839
group1818	2.0	0.9717759992072467	0.9717
group1819	18.0	0.46864364454830054	0.46992
group1820	29.0	0.19769001867504465	0.199415
group1821	5.0	0.9036320005865308	0.90362
group1822	5.0	0.9036320005865308	0.90362
group1823	33.0	0.13687985257205268	0.13778
group1824	2.0	0.9717759992072467	0.9717
group1825	13.0	0.6367770992954181	0.637285
group1826	29.0	0.19769001867504465	0.199415
group1827	5.0	0.9036320005865308	0.90362
group1828	14.0	0.6017819849342632	0.602205
group1829	17.0	0.5006180349426363	0.50179
group1830	21.0	0.3792977989193782	0.379795
group1831	1.0	0.9866514794766174	0.98695
group1832	6.0	0.8750880549677909	0.87498
group1833	10.0	0.7429218496308708	0.742905
group1834	11.0	0.7076021659432692	0.7076
group1835	3.0	0.9524905776673729	0.951885
group1836	33.0	0.13687985257205268	0.13778
group1837	12.0	0.6721385988744878	0.672445
group1838	24.0	0.30138841387382326	0.303285
group1839	32.0	0.15040557383806438	0.151535
group1840	34.0	0.12438853713111309	0.12545
group1841	11.0	0.7076021659432692	0.7076
group1842	25.0	0.2780348206846651	0.28033
group1843	23.0	0.3260526310564965	0.327605
group1844	17.0	0.5006180349426363	0.50179
group1845	5.0	0.9036320005865308	0.90362
group1846	7.0	0.8443826168740521	0.84442
group1847	15.0	0.5673423471376051	0.567975
group1848	4.0	0.9295752138973431	0.92911
group1849	21.0	0.3792977989193782	0.379795
group1850	14.0	0.6017819849342632	0.602205
group1851	22.0	0.35201804517410273	0.35302
group1852	10.0	0.7429218496308708	0.742905
group1853	20.0	0.4078871094777948	0.40859
group1854	15.0	0.5673423471376051	0.567975
group1855	16.0	0.5335648140455699	0.534455
group1856	49.0	0.02522865365164096	0.02494
group1857	13.0	0.6367770992954181	0.637285
group1858	7.0	0.8443826168740521	0.84442
group1859	17.0	0.5006180349426363	0.50179
group1860	24.0	0.30138841387382326	0.303285
group1861	20.0	0.4078871094777948	0.40859
group1862	26.0	0.25599925159772946	0.25839
group1863	1.0	0.9866514794766174	0.98695
group1864	27.0	0.23527556043971876	0.237375
group1865	19.0	0.4377067767942396	0.4388
group1866	12.0	0.6721385988744878	0.672445
group1867	18.0	0.46864364454830054	0.46992
group1868	19.0	0.4377067767942396	0.4388
group1869	11.0	0.7076021659432692	0.7076
group1870	3.0	0.9524905776673729	0.951885
group1871	4.0	0.9295752138973431	0.92911
group1872	8.0	0.8117969462700925	0.812245
group1873	39.0	0.07547344661588593	0.07689
group1874	22.0	0.35201804517410273	0.35302
group1875	13.0	0.6367770992954181	0.637285
group1876	1.0	0.9866514794766174	0.98695
group1877	31.0	0.1650144691224512	0.16628
group1878	2.0	0.9717759992072467	0.9717
group1879	14.0	0.6017819849342632	0.602205
group1880	33.0	0.13687985257205268	0.13778
group1881	24.0	0.30138841387382326	0.303285
group1882	27.0	0.23527556043971876	0.237375
group1883	22.0	0.35201804517410273	0.35302
group1884	17.0	0.5006180349426363	0.50179
group1885	32.0	0.15040557383806438	0.151535
group1886	38.0	0.08363724466130562	0.085145
group1887	35.0	0.1128781440319317	0.113925
group1888	28.0	0.21585037192217874	0.217685
group1889	34.0	0.12438853713111309	0.12545
group1890	19.0	0.4377067767942396	0.4388
group1891	14.0	0.6017819849342632	0.602205
group1892	37.0	0.09255791572214164	0.093805
group1893	16.0	0.5335648140455699	0.534455
group1894	15.0	0.5673423471376051	0.567975
group1895	22.0	0.35201804517410273	0.35302
group1896	4.0	0.9295752138973431	0.92911
group1897	14.0	0.6017819849342632	0.602205
group1898	23.0	0.3260526310564965	0.327605
group1899	16.0	0.5335648140455699	0.534455
group1900	45.0	0.03966974103952901	0.039845
group1901	38.0	0.08363724466130562	0.085145
group1902	40.0	0.06801613565811512	0.069375
group1903	28.0	0.21585037192217874	0.217685
group1904	3.0	0.9524905776673729	0.951885
group1905	58.0	0.008566115500265273	0.008605
group1906	14.0	0.6017819849342632	0.602205
group1907	12.0	0.6721385988744878	0.672445
group1908	36.0	0.10228770515807882	0.103235
group1909	39.0	0.07547344661588593	0.07689
group1910	21.0	0.3792977989193782	0.379795
group1911	36.0	0.10228770515807882	0.103235
group1912	9.0	0.7777927756120597	0.777985
group1913	18.0	0.46864364454830054	0.46992
group1914	17.0	0.5006180349426363	0.50179
group1915	16.0	0.5335648140455699	0.534455
group1916	32.0	0.15040557383806438	0.151535
group1917	10.0	0.7429218496308708	0.742905
group1918	23.0	0.3260526310564965	0.327605
group1919	6.0	0.8750880549677909	0.87498
group1920	12.0	0.6721385988744878	0.672445
group1921	34.0	0.12438853713111309	0.12545
group1922	21.0	0.3792977989193782	0.379795
group1923	34.0	0.12438853713111309	0.12545
group1924	9.0	0.7777927756120597	0.777985
group1925	5.0	0.9036320005865308	0.90362
group1926	8.0	0.8117969462700925	0.812245
group1927	37.0	0.09255791572214164	0.093805
group1928	1.0	0.9866514794766174	0.98695
group1929	25.0	0.2780348206846651	0.28033
group1930	7.0	0.8443826168740521	0.84442
group1931	28.0	0.21585037192217874	0.217685
group1932	3.0	0.9524905776673729	0.951885
group1933	7.0	0.8443826168740521	0.84442
group1934	25.0	0.2780348206846651	0.28033
group1935	12.0	0.6721385988744878	0.672445
group1936	30.0	0.18075823943707842	0.182175
group1937	19.0	0.4377067767942396	0.4388
group1938	16.0	0.5335648140455699	0.534455
group1939	38.0	0.08363724466130562	0.085145
group1940	10.0	0.7429218496308708	0.742905
group1941	22.0	0.35201804517410273	0.35302
group1942	11.0	0.7076021659432692	0.7076
group1943	17.0	0.5006180349426363	0.50179
group1944	23.0	0.3260526310564965	0.327605
group1945	23.0	0.3260526310564965	0.327605
group1946	9.0	0.7777927756120597	0.777985
group1947	36.0	0.10228770515807882	0.103235
group1948	34.0	0.12438853713111309	0.12545
group1949	10.0	0.7429218496308708	0.742905
group1950	29.0	0.19769001867504465	0.199415
group1951	25.0	0.2780348206846651	0.28033
group1952	8.0	0.8117969462700925	0.812245
group1953	11.0	0.7076021659432692	0.7076
group1954	24.0	0.30138841387382326	0.303285
group1955	20.0	0.4078871094777948	0.40859
group1956	24.0	0.30138841387382326	0.303285
group1957	17.0	0.5006180349426363	0.50179
group1958	30.0	0.18075823943707842	0.182175
group1959	21.0	0.3792977989193782	0.379795
group1960	5.0	0.9036320005865308	0.90362
group1961	4.0	0.9295752138973431	0.92911
group1962	24.0	0.30138841387382326	0.303285
group1963	31.0	0.1650144691224512	0.16628
group1964	47.0	0.03170709278870714	0.03201
group1965	41.0	0.06121642346371278	0.062355
group1966	33.0	0.13687985257205268	0.13778
group1967	21.0	0.3792977989193782	0.379795
group1968	7.0	0.8443826168740521	0.84442
group1969	7.0	0.8443826168740521	0.84442
group1970	54.0	0.013984287989241452	0.014155
group1971	26.0	0.25599925159772946	0.25839
group1972	26.0	0.25599925159772946	0.25839
group1973	12.0	0.6721385988744878	0.672445
group1974	24.0	0.30138841387382326	0.303285
group1975	36.0	0.10228770515807882	0.103235
group1976	45.0	0.03966974103952901	0.039845
group1977	13.0	0.6367770992954181	0.637285
group1978	47.0	0.03170709278870714	0.03201
group1979	21.0	0.3792977989193782	0.379795
group1980	22.0	0.35201804517410273	0.35302
group1981	17.0	0.5006180349426363	0.50179
group1982	14.0	0.6017819849342632	0.602205
group1983	12.0	0.6721385988744878	0.672445
group1984	27.0	0.23527556043971876	0.237375
group1985	6.0	0.8750880549677909	0.87498
group1986	32.0	0.15040557383806438	0.151535
group1987	10.0	0.7429218496308708	0.742905
group1988	2.0	0.9717759992072467	0.9717
group1989	27.0	0.23527556043971876	0.237375
group1990	27.0	0.23527556043971876	0.237375
group1991	10.0	0.7429218496308708	0.742905
group1992	19.0	0.4377067767942396	0.4388
group1993	46.0	0.035485937051574955	0.035805
group1994	23.0	0.3260526310564965	0.327605
group1995	15.0	0.5673423471376051	0.567975
group1996	41.0	0.06121642346371278	0.062355
group1997	5.0	0.9036320005865308	0.90362
group1998	28.0	0.21585037192217874	0.217685
group1999	5.0	0.9036320005865308	0.90362
group2000	27.0	0.23527556043971876	0.237375
group2001	6.0	0.8750880549677909	0.87498
group2002	22.0	0.35201804517410273	0.35302
group2003	30.0	0.18075823943707842	0.182175
group2004	1.0	0.9866514794766174	0.98695
group2005	21.0	0.3792977989193782	0.379795
group2006	11.0	0.7076021659432692	0.7076
group2007	20.0	0.4078871094777948	0.40859
group2008	7.0	0.8443826168740521	0.84442
group2009	57.0	0.009696699653547068	0.009825
group2010	15.0	0.5673423471376051	0.567975
group2011	19.0	0.4377067767942396	0.4388
group2012	8.0	0.8117969462700925	0.812245
group2013	16.0	0.5335648140455699	0.534455
group2014	14.0	0.6017819849342632	0.602205
group2015	2.0	0.9717759992072467	0.9717
group2016	9.0	0.7777927756120597	0.777985
group2017	26.0	0.25599925159772946	0.25839
group2018	31.0	0.1650144691224512	0.16628
group2019	30.0	0.18075823943707842	0.182175
group2020	53.0	0.01576828350473405	0.015845
group2021	16.0	0.5335648140455699	0.534455
group2022	3.0	0.9524905776673729	0.951885
group2023	21.0	0.3792977989193782	0.379795
group2024	14.0	0.6017819849342632	0.602205
group2025	6.0	0.8750880549677909	0.87498
group2026	7.0	0.8443826168740521	0.84442
group2027	31.0	0.1650144691224512	0.16628
group2028	3.0	0.9524905776673729	0.951885
group2029	4.0	0.9295752138973431	0.92911
group2030	11.0	0.7076021659432692	0.7076
group2031	5.0	0.9036320005865308	0.90362
group2032	6.0	0.8750880549677909	0.87498
group2033	11.0	0.7076021659432692	0.7076
group2034	26.0	0.25599925159772946	0.25839
group2035	13.0	0.6367770992954181	0.637285
group2036	13.0	0.6367770992954181	0.637285
group2037	12.0	0.6721385988744878	0.672445
group2038	6.0	0.8750880549677909	0.87498
group2039	17.0	0.5006180349426363	0.50179
group2040	7.0	0.8443826168740521	0.84442
group2041	7.0	0.8443826168740521	0.84442
group2042	15.0	0.5673423471376051	0.567975
group2043	12.0	0.6721385988744878	0.672445
group2044	4.0	0.9295752138973431	0.92911
group2045	3.0	0.9524905776673729	0.951885
group2046	17.0	0.5006180349426363	0.50179
group2047	18.0	0.46864364454830054	0.46992
group2048	24.0	0.30138841387382326	0.303285
group2049	21.0	0.3792977989193782	0.379795
group2050	4.0	0.9295752138973431	0.92911
group2051	3.0	0.9524905776673729	0.951885
group2052	0.0	0.9964557987482943	0.996615
group2053	17.0	0.5006180349426363	0.50179
group2054	14.0	0.6017819849342632	0.602205
group2055	14.0	0.6017819849342632	0.602205
group2056	22.0	0.35201804517410273	0.35302
group2057	20.0	0.4078871094777948	0.40859
group2058	21.0	0.3792977989193782	0.379795
group2059	28.0	0.21585037192217874	0.217685
group2060	60.0	0.006666339748487276	0.006625
group2061	8.0	0.8117969462700925	0.812245
group2062	28.0	0.21585037192217874	0.217685
group2063	23.0	0.3260526310564965	0.327605
group2064	16.0	0.5335648140455699	0.534455
group2065	55.0	0.01238972923148984	0.012535
group2066	14.0	0.6017819849342632	0.602205
group2067	10.0	0.7429218496308708	0.742905
group2068	24.0	0.30138841387382326	0.303285
group2069	49.0	0.02522865365164096	0.02494
group2070	11.0	0.7076021659432692	0.7076
group2071	16.0	0.5335648140455699	0.534455
group2072	17.0	0.5006180349426363	0.50179
group2073	15.0	0.5673423471376051	0.567975
group2074	11.0	0.7076021659432692	0.7076
group2075	0.0	0.9964557987482943	0.996615
group2076	27.0	0.23527556043971876	0.237375
group2077	41.0	0.06121642346371278	0.062355
group2078	42.0	0.05502639239179968	0.05553
group2079	2.0	0.9717759992072467	0.9717
group2080	10.0	0.7429218496308708	0.742905
group2081	16.0	0.5335648140455699	0.534455
group2082	16.0	0.5335648140455699	0.534455
group2083	12.0	0.6721385988744878	0.672445
group2084	3.0	0.9524905776673729	0.951885
group2085	22.0	0.35201804517410273	0.35302
group2086	9.0	0.7777927756120597	0.777985
group2087	23.0	0.3260526310564965	0.327605
group2088	13.0	0.6367770992954181	0.637285
group2089	9.0	0.7777927756120597	0.777985
group2090	22.0	0.35201804517410273	0.35302
group2091	34.0	0.12438853713111309	0.12545
group2092	18.0	0.46864364454830054	0.46992
group2093	21.0	0.3792977989193782	0.379795
group2094	26.0	0.25599925159772946	0.25839
group2095	7.0	0.8443826168740521	0.84442
group2096	11.0	0.7076021659432692	0.7076
group2097	16.0	0.5335648140455699	0.534455
group2098	11.0	0.7076021659432692	0.7076
group2099	26.0	0.25599925159772946	0.25839
group2100	10.0	0.7429218496308708	0.742905
group2101	7.0	0.8443826168740521	0.84442
group2102	17.0	0.5006180349426363	0.50179
group2103	17.0	0.5006180349426363	0.50179
group2104	24.0	0.30138841387382326	0.303285
group2105	23.0	0.3260526310564965	0.327605
group2106	43.0	0.049400413625175145	0.0496
group2107	19.0	0.4377067767942396	0.4388
group2108	31.0	0.1650144691224512	0.16628
group2109	20.0	0.4078871094777948	0.40859
group2110	26.0	0.25599925159772946	0.25839
group2111	34.0	0.12438853713111309	0.12545
group2112	16.0	0.5335648140455699	0.534455
group2113	9.0	0.7777927756120597	0.777985
group2114	26.0	0.25599925159772946	0.25839
group2115	24.0	0.30138841387382326	0.303285
group2116	8.0	0.8117969462700925	0.812245
group2117	17.0	0.5006180349426363	0.50179
group2118	20.0	0.4078871094777948	0.40859
group2119	35.0	0.1128781440319317	0.113925
group2120	29.0	0.19769001867504465	0.199415
group2121	25.0	0.2780348206846651	0.28033
group2122	23.0	0.3260526310564965	0.327605
group2123	20.0	0.4078871094777948	0.40859
group2124	6.0	0.8750880549677909	0.87498
group2125	12.0	0.6721385988744878	0.672445
group2126	41.0	0.06121642346371278	0.062355
group2127	17.0	0.5006180349426363	0.50179
group2128	9.0	0.7777927756120597	0.777985
group2129	11.0	0.7076021659432692	0.7076
group2130	13.0	0.6367770992954181	0.637285
group2131	7.0	0.8443826168740521	0.84442
group2132	8.0	0.8117969462700925	0.812245
group2133	40.0	0.06801613565811512	0.069375
group2134	15.0	0.5673423471376051	0.567975
group2135	10.0	0.7429218496308708	0.742905
group2136	27.0	0.23527556043971876	0.237375
group2137	27.0	0.23527556043971876	0.237375
group2138	3.0	0.9524905776673729	0.951885
group2139	29.0	0.19769001867504465	0.199415
group2140	11.0	0.7076021659432692	0.7076
group2141	23.0	0.3260526310564965	0.327605
group2142	11.0	0.7076021659432692	0.7076
group2143	36.0	0.10228770515807882	0.103235
group2144	37.0	0.09255791572214164	0.093805
group2145	23.0	0.3260526310564965	0.327605
group2146	6.0	0.8750880549677909	0.87498
