	n	p	p_mc
group1131	24.0	0.13737014757494478	0.13622
group1132	5.0	0.7510605245731589	0.75113
group1133	23.0	0.15321302217561789	0.152215
group1134	9.0	0.5637984007605903	0.564285
group1135	5.0	0.7510605245731589	0.75113
group1136	6.0	0.7029110673035962	0.70271
group1137	10.0	0.5209568795122508	0.521505
group1138	31.0	0.060991843164433804	0.061175
group1139	24.0	0.13737014757494478	0.13622
group1140	11.0	0.48045817516495287	0.480855
group1141	15.0	0.34022629115553166	0.338695
group1142	17.0	0.2823220006167115	0.27994
group1143	1.0	0.9413269327800585	0.941335
group1144	7.0	0.6555652833239324	0.654955
group1145	8.0	0.6089271376925609	0.60864
group1146	31.0	0.060991843164433804	0.061175
group1147	3.0	0.8481189845234005	0.84798
group1148	2.0	0.8960813120705418	0.896145
group1149	3.0	0.8481189845234005	0.84798
group1150	11.0	0.48045817516495287	0.480855
group1151	6.0	0.7029110673035962	0.70271
group1152	16.0	0.31026942180837624	0.30799
group1153	41.0	0.017033709351104966	0.01657
group1154	11.0	0.48045817516495287	0.480855
group1155	11.0	0.48045817516495287	0.480855
group1156	29.0	0.07746662488307354	0.077315
group1157	18.0	0.25637057800304724	0.254035
group1158	2.0	0.8960813120705418	0.896145
group1159	15.0	0.34022629115553166	0.338695
group1160	2.0	0.8960813120705418	0.896145
group1161	6.0	0.7029110673035962	0.70271
group1162	24.0	0.13737014757494478	0.13622
group1163	20.0	0.209756230900581	0.20821
group1164	1.0	0.9413269327800585	0.941335
group1165	31.0	0.060991843164433804	0.061175
group1166	4.0	0.7995284463150603	0.79933
group1167	16.0	0.31026942180837624	0.30799
group1168	47.0	0.007465459206614626	0.006875
group1169	7.0	0.6555652833239324	0.654955
group1170	14.0	0.37204078967426624	0.37142
group1171	3.0	0.8481189845234005	0.84798
group1172	9.0	0.5637984007605903	0.564285
group1173	10.0	0.5209568795122508	0.521505
group1174	3.0	0.8481189845234005	0.84798
group1175	2.0	0.8960813120705418	0.896145
group1176	5.0	0.7510605245731589	0.75113
group1177	16.0	0.31026942180837624	0.30799
group1178	21.0	0.18919628651833187	0.188015
group1179	39.0	0.022219840947502276	0.02178
group1180	3.0	0.8481189845234005	0.84798
group1181	4.0	0.7995284463150603	0.79933
group1182	33.0	0.047756062900310196	0.04822
group1183	0.0	0.9815302730563205	0.98146
group1184	14.0	0.37204078967426624	0.37142
group1185	12.0	0.44215817756016235	0.44223
group1186	14.0	0.37204078967426624	0.37142
group1187	19.0	0.23218573383088986	0.230075
group1188	28.0	0.08713402628490527	0.08685
group1189	2.0	0.8960813120705418	0.896145
group1190	2.0	0.8960813120705418	0.896145
group1191	15.0	0.34022629115553166	0.338695
group1192	3.0	0.8481189845234005	0.84798
group1193	24.0	0.13737014757494478	0.13622
group1194	15.0	0.34022629115553166	0.338695
group1195	17.0	0.2823220006167115	0.27994
group1196	4.0	0.7995284463150603	0.79933
group1197	11.0	0.48045817516495287	0.480855
group1198	18.0	0.25637057800304724	0.254035
group1199	16.0	0.31026942180837624	0.30799
group1200	4.0	0.7995284463150603	0.79933
group1201	5.0	0.7510605245731589	0.75113
group1202	7.0	0.6555652833239324	0.654955
group1203	0.0	0.9815302730563205	0.98146
group1204	9.0	0.5637984007605903	0.564285
group1205	24.0	0.13737014757494478	0.13622
group1206	5.0	0.7510605245731589	0.75113
group1207	11.0	0.48045817516495287	0.480855
group1208	6.0	0.7029110673035962	0.70271
group1209	22.0	0.17043590650063695	0.169515
group1210	11.0	0.48045817516495287	0.480855
group1211	16.0	0.31026942180837624	0.30799
group1212	17.0	0.2823220006167115	0.27994
group1213	14.0	0.37204078967426624	0.37142
group1214	1.0	0.9413269327800585	0.941335
group1215	1.0	0.9413269327800585	0.941335
group1216	7.0	0.6555652833239324	0.654955
group1217	9.0	0.5637984007605903	0.564285
group1218	1.0	0.9413269327800585	0.941335
group1219	16.0	0.31026942180837624	0.30799
group1220	8.0	0.6089271376925609	0.60864
group1221	7.0	0.6555652833239324	0.654955
group1222	6.0	0.7029110673035962	0.70271
group1223	7.0	0.6555652833239324	0.654955
group1224	18.0	0.25637057800304724	0.254035
group1225	15.0	0.34022629115553166	0.338695
group1226	8.0	0.6089271376925609	0.60864
group1227	21.0	0.18919628651833187	0.188015
group1228	19.0	0.23218573383088986	0.230075
group1229	21.0	0.18919628651833187	0.188015
group1230	13.0	0.40597363279368287	0.405615
group1231	10.0	0.5209568795122508	0.521505
group1232	1.0	0.9413269327800585	0.941335
group1233	17.0	0.2823220006167115	0.27994
group1234	4.0	0.7995284463150603	0.79933
group1235	15.0	0.34022629115553166	0.338695
group1236	30.0	0.06877637616864106	0.068755
group1237	14.0	0.37204078967426624	0.37142
group1238	2.0	0.8960813120705418	0.896145
group1239	4.0	0.7995284463150603	0.79933
group1240	9.0	0.5637984007605903	0.564285
group1241	6.0	0.7029110673035962	0.70271
group1242	15.0	0.34022629115553166	0.338695
group1243	5.0	0.7510605245731589	0.75113
group1244	5.0	0.7510605245731589	0.75113
group1245	10.0	0.5209568795122508	0.521505
group1246	11.0	0.48045817516495287	0.480855
group1247	33.0	0.047756062900310196	0.04822
group1248	2.0	0.8960813120705418	0.896145
group1249	18.0	0.25637057800304724	0.254035
group1250	15.0	0.34022629115553166	0.338695
group1251	1.0	0.9413269327800585	0.941335
group1252	27.0	0.097855328177685	0.096985
group1253	7.0	0.6555652833239324	0.654955
group1254	9.0	0.5637984007605903	0.564285
group1255	11.0	0.48045817516495287	0.480855
group1256	0.0	0.9815302730563205	0.98146
group1257	25.0	0.12289616631355292	0.121675
group1258	8.0	0.6089271376925609	0.60864
group1259	26.0	0.10975127549487564	0.10852
group1260	16.0	0.31026942180837624	0.30799
group1261	26.0	0.10975127549487564	0.10852
group1262	49.0	0.005623018202266912	0.00536
group1263	20.0	0.209756230900581	0.20821
group1264	10.0	0.5209568795122508	0.521505
group1265	4.0	0.7995284463150603	0.79933
group1266	44.0	0.011331817567018107	0.010855
group1267	9.0	0.5637984007605903	0.564285
group1268	5.0	0.7510605245731589	0.75113
group1269	5.0	0.7510605245731589	0.75113
group1270	18.0	0.25637057800304724	0.254035
group1271	20.0	0.209756230900581	0.20821
group1272	12.0	0.44215817756016235	0.44223
group1273	7.0	0.6555652833239324	0.654955
group1274	13.0	0.40597363279368287	0.405615
group1275	14.0	0.37204078967426624	0.37142
group1276	2.0	0.8960813120705418	0.896145
group1277	13.0	0.40597363279368287	0.405615
group1278	22.0	0.17043590650063695	0.169515
group1279	40.0	0.019465886357237474	0.018935
group1280	15.0	0.34022629115553166	0.338695
group1281	18.0	0.25637057800304724	0.254035
group1282	5.0	0.7510605245731589	0.75113
group1283	5.0	0.7510605245731589	0.75113
group1284	2.0	0.8960813120705418	0.896145
group1285	13.0	0.40597363279368287	0.405615
group1286	0.0	0.9815302730563205	0.98146
group1287	3.0	0.8481189845234005	0.84798
group1288	1.0	0.9413269327800585	0.941335
group1289	24.0	0.13737014757494478	0.13622
group1290	19.0	0.23218573383088986	0.230075
group1291	12.0	0.44215817756016235	0.44223
group1292	15.0	0.34022629115553166	0.338695
group1293	13.0	0.40597363279368287	0.405615
group1294	8.0	0.6089271376925609	0.60864
group1295	8.0	0.6089271376925609	0.60864
group1296	0.0	0.9815302730563205	0.98146
group1297	8.0	0.6089271376925609	0.60864
group1298	12.0	0.44215817756016235	0.44223
group1299	3.0	0.8481189845234005	0.84798
group1300	20.0	0.209756230900581	0.20821
group1301	1.0	0.9413269327800585	0.941335
group1302	0.0	0.9815302730563205	0.98146
group1303	10.0	0.5209568795122508	0.521505
group1304	2.0	0.8960813120705418	0.896145
group1305	3.0	0.8481189845234005	0.84798
group1306	2.0	0.8960813120705418	0.896145
group1307	2.0	0.8960813120705418	0.896145
group1308	9.0	0.5637984007605903	0.564285
group1309	11.0	0.48045817516495287	0.480855
group1310	0.0	0.9815302730563205	0.98146
group1311	8.0	0.6089271376925609	0.60864
group1312	13.0	0.40597363279368287	0.405615
group1313	13.0	0.40597363279368287	0.405615
group1314	26.0	0.10975127549487564	0.10852
group1315	3.0	0.8481189845234005	0.84798
group1316	6.0	0.7029110673035962	0.70271
group1317	13.0	0.40597363279368287	0.405615
group1318	10.0	0.5209568795122508	0.521505
group1319	6.0	0.7029110673035962	0.70271
group1320	31.0	0.060991843164433804	0.061175
group1321	15.0	0.34022629115553166	0.338695
group1322	13.0	0.40597363279368287	0.405615
group1323	9.0	0.5637984007605903	0.564285
group1324	3.0	0.8481189845234005	0.84798
group1325	29.0	0.07746662488307354	0.077315
group1326	14.0	0.37204078967426624	0.37142
group1327	2.0	0.8960813120705418	0.896145
group1328	28.0	0.08713402628490527	0.08685
group1329	22.0	0.17043590650063695	0.169515
group1330	2.0	0.8960813120705418	0.896145
group1331	7.0	0.6555652833239324	0.654955
group1332	9.0	0.5637984007605903	0.564285
group1333	27.0	0.097855328177685	0.096985
group1334	9.0	0.5637984007605903	0.564285
group1335	14.0	0.37204078967426624	0.37142
group1336	18.0	0.25637057800304724	0.254035
group1337	26.0	0.10975127549487564	0.10852
group1338	6.0	0.7029110673035962	0.70271
group1339	13.0	0.40597363279368287	0.405615
group1340	2.0	0.8960813120705418	0.896145
group1341	8.0	0.6089271376925609	0.60864
group1342	14.0	0.37204078967426624	0.37142
group1343	30.0	0.06877637616864106	0.068755
group1344	9.0	0.5637984007605903	0.564285
group1345	34.0	0.04218447370764899	0.042505
group1346	0.0	0.9815302730563205	0.98146
group1347	19.0	0.23218573383088986	0.230075
group1348	5.0	0.7510605245731589	0.75113
group1349	20.0	0.209756230900581	0.20821
group1350	5.0	0.7510605245731589	0.75113
group1351	11.0	0.48045817516495287	0.480855
group1352	5.0	0.7510605245731589	0.75113
group1353	10.0	0.5209568795122508	0.521505
group1354	24.0	0.13737014757494478	0.13622
group1355	5.0	0.7510605245731589	0.75113
group1356	20.0	0.209756230900581	0.20821
group1357	25.0	0.12289616631355292	0.121675
group1358	37.0	0.02884446978092942	0.028645
group1359	0.0	0.9815302730563205	0.98146
group1360	6.0	0.7029110673035962	0.70271
group1361	5.0	0.7510605245731589	0.75113
group1362	2.0	0.8960813120705418	0.896145
group1363	0.0	0.9815302730563205	0.98146
group1364	2.0	0.8960813120705418	0.896145
group1365	34.0	0.04218447370764899	0.042505
group1366	15.0	0.34022629115553166	0.338695
group1367	2.0	0.8960813120705418	0.896145
group1368	2.0	0.8960813120705418	0.896145
group1369	26.0	0.10975127549487564	0.10852
group1370	10.0	0.5209568795122508	0.521505
group1371	2.0	0.8960813120705418	0.896145
group1372	49.0	0.005623018202266912	0.00536
group1373	0.0	0.9815302730563205	0.98146
group1374	6.0	0.7029110673035962	0.70271
group1375	6.0	0.7029110673035962	0.70271
group1376	1.0	0.9413269327800585	0.941335
group1377	1.0	0.9413269327800585	0.941335
group1378	21.0	0.18919628651833187	0.188015
group1379	13.0	0.40597363279368287	0.405615
group1380	0.0	0.9815302730563205	0.98146
group1381	22.0	0.17043590650063695	0.169515
group1382	14.0	0.37204078967426624	0.37142
group1383	3.0	0.8481189845234005	0.84798
group1384	4.0	0.7995284463150603	0.79933
group1385	20.0	0.209756230900581	0.20821
group1386	19.0	0.23218573383088986	0.230075
group1387	15.0	0.34022629115553166	0.338695
group1388	3.0	0.8481189845234005	0.84798
group1389	17.0	0.2823220006167115	0.27994
group1390	4.0	0.7995284463150603	0.79933
group1391	1.0	0.9413269327800585	0.941335
group1392	2.0	0.8960813120705418	0.896145
group1393	5.0	0.7510605245731589	0.75113
group1394	3.0	0.8481189845234005	0.84798
group1395	13.0	0.40597363279368287	0.405615
group1396	3.0	0.8481189845234005	0.84798
group1397	43.0	0.012996154937559694	0.01271
group1398	24.0	0.13737014757494478	0.13622
group1399	5.0	0.7510605245731589	0.75113
group1400	11.0	0.48045817516495287	0.480855
group1401	27.0	0.097855328177685	0.096985
group1402	12.0	0.44215817756016235	0.44223
group1403	2.0	0.8960813120705418	0.896145
group1404	9.0	0.5637984007605903	0.564285
group1405	23.0	0.15321302217561789	0.152215
group1406	15.0	0.34022629115553166	0.338695
group1407	1.0	0.9413269327800585	0.941335
group1408	8.0	0.6089271376925609	0.60864
group1409	27.0	0.097855328177685	0.096985
group1410	34.0	0.04218447370764899	0.042505
group1411	8.0	0.6089271376925609	0.60864
group1412	20.0	0.209756230900581	0.20821
group1413	19.0	0.23218573383088986	0.230075
group1414	26.0	0.10975127549487564	0.10852
group1415	12.0	0.44215817756016235	0.44223
group1416	2.0	0.8960813120705418	0.896145
group1417	31.0	0.060991843164433804	0.061175
group1418	0.0	0.9815302730563205	0.98146
group1419	9.0	0.5637984007605903	0.564285
group1420	19.0	0.23218573383088986	0.230075
group1421	3.0	0.8481189845234005	0.84798
group1422	20.0	0.209756230900581	0.20821
group1423	2.0	0.8960813120705418	0.896145
group1424	11.0	0.48045817516495287	0.480855
group1425	32.0	0.05400872760891926	0.0543
group1426	10.0	0.5209568795122508	0.521505
group1427	6.0	0.7029110673035962	0.70271
group1428	70.0	0.0002294246153305301	0.000185
group1429	33.0	0.047756062900310196	0.04822
group1430	0.0	0.9815302730563205	0.98146
group1431	42.0	0.014887461054240093	0.01457
group1432	6.0	0.7029110673035962	0.70271
group1433	24.0	0.13737014757494478	0.13622
group1434	10.0	0.5209568795122508	0.521505
group1435	13.0	0.40597363279368287	0.405615
group1436	26.0	0.10975127549487564	0.10852
group1437	6.0	0.7029110673035962	0.70271
group1438	6.0	0.7029110673035962	0.70271
group1439	35.0	0.03722695891255344	0.037315
group1440	13.0	0.40597363279368287	0.405615
group1441	6.0	0.7029110673035962	0.70271
group1442	9.0	0.5637984007605903	0.564285
group1443	3.0	0.8481189845234005	0.84798
group1444	13.0	0.40597363279368287	0.405615
group1445	26.0	0.10975127549487564	0.10852
group1446	4.0	0.7995284463150603	0.79933
group1447	15.0	0.34022629115553166	0.338695
group1448	1.0	0.9413269327800585	0.941335
group1449	1.0	0.9413269327800585	0.941335
group1450	5.0	0.7510605245731589	0.75113
group1451	4.0	0.7995284463150603	0.79933
group1452	0.0	0.9815302730563205	0.98146
group1453	5.0	0.7510605245731589	0.75113
group1454	5.0	0.7510605245731589	0.75113
group1455	35.0	0.03722695891255344	0.037315
group1456	24.0	0.13737014757494478	0.13622
group1457	11.0	0.48045817516495287	0.480855
group1458	9.0	0.5637984007605903	0.564285
group1459	22.0	0.17043590650063695	0.169515
group1460	9.0	0.5637984007605903	0.564285
group1461	3.0	0.8481189845234005	0.84798
group1462	37.0	0.02884446978092942	0.028645
group1463	29.0	0.07746662488307354	0.077315
group1464	14.0	0.37204078967426624	0.37142
group1465	3.0	0.8481189845234005	0.84798
group1466	11.0	0.48045817516495287	0.480855
group1467	6.0	0.7029110673035962	0.70271
group1468	13.0	0.40597363279368287	0.405615
group1469	11.0	0.48045817516495287	0.480855
group1470	5.0	0.7510605245731589	0.75113
group1471	13.0	0.40597363279368287	0.405615
group1472	15.0	0.34022629115553166	0.338695
group1473	3.0	0.8481189845234005	0.84798
group1474	9.0	0.5637984007605903	0.564285
group1475	9.0	0.5637984007605903	0.564285
group1476	0.0	0.9815302730563205	0.98146
group1477	19.0	0.23218573383088986	0.230075
group1478	8.0	0.6089271376925609	0.60864
group1479	15.0	0.34022629115553166	0.338695
group1480	6.0	0.7029110673035962	0.70271
group1481	8.0	0.6089271376925609	0.60864
group1482	24.0	0.13737014757494478	0.13622
group1483	19.0	0.23218573383088986	0.230075
group1484	2.0	0.8960813120705418	0.896145
group1485	8.0	0.6089271376925609	0.60864
group1486	22.0	0.17043590650063695	0.169515
group1487	11.0	0.48045817516495287	0.480855
group1488	11.0	0.48045817516495287	0.480855
group1489	1.0	0.9413269327800585	0.941335
group1490	0.0	0.9815302730563205	0.98146
group1491	14.0	0.37204078967426624	0.37142
group1492	16.0	0.31026942180837624	0.30799
group1493	0.0	0.9815302730563205	0.98146
group1494	16.0	0.31026942180837624	0.30799
group1495	25.0	0.12289616631355292	0.121675
group1496	11.0	0.48045817516495287	0.480855
group1497	21.0	0.18919628651833187	0.188015
group1498	6.0	0.7029110673035962	0.70271
group1499	10.0	0.5209568795122508	0.521505
group1500	9.0	0.5637984007605903	0.564285
group1501	7.0	0.6555652833239324	0.654955
group1502	7.0	0.6555652833239324	0.654955
group1503	29.0	0.07746662488307354	0.077315
group1504	8.0	0.6089271376925609	0.60864
group1505	18.0	0.25637057800304724	0.254035
group1506	7.0	0.6555652833239324	0.654955
group1507	8.0	0.6089271376925609	0.60864
group1508	14.0	0.37204078967426624	0.37142
group1509	6.0	0.7029110673035962	0.70271
group1510	32.0	0.05400872760891926	0.0543
group1511	8.0	0.6089271376925609	0.60864
group1512	28.0	0.08713402628490527	0.08685
group1513	18.0	0.25637057800304724	0.254035
group1514	37.0	0.02884446978092942	0.028645
group1515	16.0	0.31026942180837624	0.30799
group1516	25.0	0.12289616631355292	0.121675
group1517	24.0	0.13737014757494478	0.13622
group1518	10.0	0.5209568795122508	0.521505
group1519	5.0	0.7510605245731589	0.75113
group1520	15.0	0.34022629115553166	0.338695
group1521	3.0	0.8481189845234005	0.84798
group1522	7.0	0.6555652833239324	0.654955
group1523	15.0	0.34022629115553166	0.338695
group1524	13.0	0.40597363279368287	0.405615
group1525	9.0	0.5637984007605903	0.564285
group1526	13.0	0.40597363279368287	0.405615
group1527	3.0	0.8481189845234005	0.84798
group1528	2.0	0.8960813120705418	0.896145
group1529	15.0	0.34022629115553166	0.338695
group1530	16.0	0.31026942180837624	0.30799
group1531	5.0	0.7510605245731589	0.75113
group1532	4.0	0.7995284463150603	0.79933
group1533	3.0	0.8481189845234005	0.84798
group1534	11.0	0.48045817516495287	0.480855
group1535	14.0	0.37204078967426624	0.37142
group1536	23.0	0.15321302217561789	0.152215
group1537	19.0	0.23218573383088986	0.230075
group1538	5.0	0.7510605245731589	0.75113
group1539	9.0	0.5637984007605903	0.564285
group1540	41.0	0.017033709351104966	0.01657
group1541	4.0	0.7995284463150603	0.79933
group1542	14.0	0.37204078967426624	0.37142
group1543	9.0	0.5637984007605903	0.564285
group1544	6.0	0.7029110673035962	0.70271
group1545	8.0	0.6089271376925609	0.60864
group1546	10.0	0.5209568795122508	0.521505
group1547	14.0	0.37204078967426624	0.37142
group1548	28.0	0.08713402628490527	0.08685
group1549	21.0	0.18919628651833187	0.188015
group1550	4.0	0.7995284463150603	0.79933
group1551	23.0	0.15321302217561789	0.152215
group1552	22.0	0.17043590650063695	0.169515
group1553	3.0	0.8481189845234005	0.84798
group1554	18.0	0.25637057800304724	0.254035
group1555	32.0	0.05400872760891926	0.0543
group1556	20.0	0.209756230900581	0.20821
group1557	8.0	0.6089271376925609	0.60864
group1558	1.0	0.9413269327800585	0.941335
group1559	21.0	0.18919628651833187	0.188015
group1560	7.0	0.6555652833239324	0.654955
group1561	2.0	0.8960813120705418	0.896145
group1562	6.0	0.7029110673035962	0.70271
group1563	9.0	0.5637984007605903	0.564285
group1564	0.0	0.9815302730563205	0.98146
group1565	8.0	0.6089271376925609	0.60864
group1566	39.0	0.022219840947502276	0.02178
group1567	13.0	0.40597363279368287	0.405615
group1568	28.0	0.08713402628490527	0.08685
group1569	11.0	0.48045817516495287	0.480855
group1570	1.0	0.9413269327800585	0.941335
group1571	1.0	0.9413269327800585	0.941335
group1572	5.0	0.7510605245731589	0.75113
group1573	10.0	0.5209568795122508	0.521505
group1574	15.0	0.34022629115553166	0.338695
group1575	7.0	0.6555652833239324	0.654955
group1576	3.0	0.8481189845234005	0.84798
group1577	7.0	0.6555652833239324	0.654955
group1578	6.0	0.7029110673035962	0.70271
group1579	30.0	0.06877637616864106	0.068755
group1580	5.0	0.7510605245731589	0.75113
group1581	36.0	0.032799700651244684	0.03267
group1582	14.0	0.37204078967426624	0.37142
group1583	4.0	0.7995284463150603	0.79933
group1584	8.0	0.6089271376925609	0.60864
group1585	23.0	0.15321302217561789	0.152215
group1586	21.0	0.18919628651833187	0.188015
group1587	29.0	0.07746662488307354	0.077315
group1588	6.0	0.7029110673035962	0.70271
group1589	23.0	0.15321302217561789	0.152215
group1590	6.0	0.7029110673035962	0.70271
group1591	1.0	0.9413269327800585	0.941335
group1592	18.0	0.25637057800304724	0.254035
group1593	10.0	0.5209568795122508	0.521505
group1594	6.0	0.7029110673035962	0.70271
group1595	28.0	0.08713402628490527	0.08685
group1596	41.0	0.017033709351104966	0.01657
group1597	15.0	0.34022629115553166	0.338695
group1598	17.0	0.2823220006167115	0.27994
group1599	29.0	0.07746662488307354	0.077315
group1600	14.0	0.37204078967426624	0.37142
group1601	10.0	0.5209568795122508	0.521505
group1602	5.0	0.7510605245731589	0.75113
group1603	12.0	0.44215817756016235	0.44223
group1604	5.0	0.7510605245731589	0.75113
group1605	1.0	0.9413269327800585	0.941335
group1606	20.0	0.209756230900581	0.20821
group1607	17.0	0.2823220006167115	0.27994
group1608	10.0	0.5209568795122508	0.521505
group1609	31.0	0.060991843164433804	0.061175
group1610	7.0	0.6555652833239324	0.654955
group1611	23.0	0.15321302217561789	0.152215
group1612	11.0	0.48045817516495287	0.480855
group1613	19.0	0.23218573383088986	0.230075
group1614	23.0	0.15321302217561789	0.152215
group1615	2.0	0.8960813120705418	0.896145
group1616	0.0	0.9815302730563205	0.98146
group1617	0.0	0.9815302730563205	0.98146
group1618	4.0	0.7995284463150603	0.79933
group1619	6.0	0.7029110673035962	0.70271
group1620	11.0	0.48045817516495287	0.480855
group1621	7.0	0.6555652833239324	0.654955
group1622	8.0	0.6089271376925609	0.60864
group1623	5.0	0.7510605245731589	0.75113
group1624	29.0	0.07746662488307354	0.077315
group1625	12.0	0.44215817756016235	0.44223
group1626	22.0	0.17043590650063695	0.169515
group1627	7.0	0.6555652833239324	0.654955
group1628	20.0	0.209756230900581	0.20821
group1629	16.0	0.31026942180837624	0.30799
group1630	6.0	0.7029110673035962	0.70271
group1631	1.0	0.9413269327800585	0.941335
group1632	9.0	0.5637984007605903	0.564285
group1633	4.0	0.7995284463150603	0.79933
group1634	28.0	0.08713402628490527	0.08685
group1635	13.0	0.40597363279368287	0.405615
group1636	14.0	0.37204078967426624	0.37142
group1637	11.0	0.48045817516495287	0.480855
group1638	15.0	0.34022629115553166	0.338695
group1639	3.0	0.8481189845234005	0.84798
group1640	8.0	0.6089271376925609	0.60864
group1641	0.0	0.9815302730563205	0.98146
group1642	2.0	0.8960813120705418	0.896145
group1643	12.0	0.44215817756016235	0.44223
group1644	0.0	0.9815302730563205	0.98146
group1645	14.0	0.37204078967426624	0.37142
group1646	14.0	0.37204078967426624	0.37142
group1647	6.0	0.7029110673035962	0.70271
group1648	22.0	0.17043590650063695	0.169515
group1649	38.0	0.025332827818725253	0.02506
group1650	19.0	0.23218573383088986	0.230075
group1651	10.0	0.5209568795122508	0.521505
group1652	1.0	0.9413269327800585	0.941335
group1653	7.0	0.6555652833239324	0.654955
group1654	10.0	0.5209568795122508	0.521505
group1655	14.0	0.37204078967426624	0.37142
group1656	13.0	0.40597363279368287	0.405615
group1657	13.0	0.40597363279368287	0.405615
group1658	8.0	0.6089271376925609	0.60864
group1659	7.0	0.6555652833239324	0.654955
group1660	20.0	0.209756230900581	0.20821
group1661	3.0	0.8481189845234005	0.84798
group1662	5.0	0.7510605245731589	0.75113
group1663	10.0	0.5209568795122508	0.521505
group1664	11.0	0.48045817516495287	0.480855
group1665	19.0	0.23218573383088986	0.230075
group1666	11.0	0.48045817516495287	0.480855
group1667	29.0	0.07746662488307354	0.077315
group1668	10.0	0.5209568795122508	0.521505
group1669	18.0	0.25637057800304724	0.254035
group1670	4.0	0.7995284463150603	0.79933
group1671	29.0	0.07746662488307354	0.077315
group1672	8.0	0.6089271376925609	0.60864
group1673	19.0	0.23218573383088986	0.230075
group1674	22.0	0.17043590650063695	0.169515
group1675	4.0	0.7995284463150603	0.79933
group1676	6.0	0.7029110673035962	0.70271
group1677	3.0	0.8481189845234005	0.84798
group1678	5.0	0.7510605245731589	0.75113
group1679	8.0	0.6089271376925609	0.60864
group1680	12.0	0.44215817756016235	0.44223
group1681	20.0	0.209756230900581	0.20821
group1682	2.0	0.8960813120705418	0.896145
group1683	1.0	0.9413269327800585	0.941335
group1684	7.0	0.6555652833239324	0.654955
group1685	7.0	0.6555652833239324	0.654955
group1686	6.0	0.7029110673035962	0.70271
group1687	0.0	0.9815302730563205	0.98146
group1688	25.0	0.12289616631355292	0.121675
group1689	9.0	0.5637984007605903	0.564285
group1690	6.0	0.7029110673035962	0.70271
group1691	5.0	0.7510605245731589	0.75113
group1692	8.0	0.6089271376925609	0.60864
group1693	28.0	0.08713402628490527	0.08685
group1694	6.0	0.7029110673035962	0.70271
group1695	13.0	0.40597363279368287	0.405615
group1696	11.0	0.48045817516495287	0.480855
group1697	10.0	0.5209568795122508	0.521505
group1698	30.0	0.06877637616864106	0.068755
group1699	1.0	0.9413269327800585	0.941335
group1700	4.0	0.7995284463150603	0.79933
group1701	7.0	0.6555652833239324	0.654955
group1702	23.0	0.15321302217561789	0.152215
group1703	27.0	0.097855328177685	0.096985
group1704	19.0	0.23218573383088986	0.230075
group1705	11.0	0.48045817516495287	0.480855
group1706	1.0	0.9413269327800585	0.941335
group1707	14.0	0.37204078967426624	0.37142
group1708	10.0	0.5209568795122508	0.521505
group1709	31.0	0.060991843164433804	0.061175
group1710	8.0	0.6089271376925609	0.60864
group1711	7.0	0.6555652833239324	0.654955
group1712	5.0	0.7510605245731589	0.75113
group1713	28.0	0.08713402628490527	0.08685
group1714	27.0	0.097855328177685	0.096985
group1715	12.0	0.44215817756016235	0.44223
group1716	1.0	0.9413269327800585	0.941335
group1717	21.0	0.18919628651833187	0.188015
group1718	7.0	0.6555652833239324	0.654955
group1719	17.0	0.2823220006167115	0.27994
group1720	23.0	0.15321302217561789	0.152215
group1721	4.0	0.7995284463150603	0.79933
group1722	5.0	0.7510605245731589	0.75113
group1723	7.0	0.6555652833239324	0.654955
group1724	22.0	0.17043590650063695	0.169515
group1725	1.0	0.9413269327800585	0.941335
group1726	11.0	0.48045817516495287	0.480855
group1727	13.0	0.40597363279368287	0.405615
group1728	16.0	0.31026942180837624	0.30799
group1729	22.0	0.17043590650063695	0.169515
group1730	26.0	0.10975127549487564	0.10852
group1731	19.0	0.23218573383088986	0.230075
group1732	4.0	0.7995284463150603	0.79933
group1733	20.0	0.209756230900581	0.20821
group1734	25.0	0.12289616631355292	0.121675
group1735	6.0	0.7029110673035962	0.70271
group1736	7.0	0.6555652833239324	0.654955
group1737	6.0	0.7029110673035962	0.70271
group1738	0.0	0.9815302730563205	0.98146
group1739	23.0	0.15321302217561789	0.152215
group1740	12.0	0.44215817756016235	0.44223
group1741	2.0	0.8960813120705418	0.896145
group1742	5.0	0.7510605245731589	0.75113
group1743	39.0	0.022219840947502276	0.02178
group1744	13.0	0.40597363279368287	0.405615
group1745	21.0	0.18919628651833187	0.188015
group1746	13.0	0.40597363279368287	0.405615
group1747	9.0	0.5637984007605903	0.564285
group1748	8.0	0.6089271376925609	0.60864
group1749	66.0	0.00043448858345078456	0.00036
group1750	10.0	0.5209568795122508	0.521505
group1751	10.0	0.5209568795122508	0.521505
group1752	22.0	0.17043590650063695	0.169515
group1753	8.0	0.6089271376925609	0.60864
group1754	15.0	0.34022629115553166	0.338695
group1755	7.0	0.6555652833239324	0.654955
group1756	6.0	0.7029110673035962	0.70271
group1757	12.0	0.44215817756016235	0.44223
group1758	6.0	0.7029110673035962	0.70271
group1759	0.0	0.9815302730563205	0.98146
group1760	0.0	0.9815302730563205	0.98146
group1761	14.0	0.37204078967426624	0.37142
group1762	35.0	0.03722695891255344	0.037315
group1763	17.0	0.2823220006167115	0.27994
group1764	1.0	0.9413269327800585	0.941335
group1765	9.0	0.5637984007605903	0.564285
group1766	7.0	0.6555652833239324	0.654955
