	n	p	p_mc
group2725	8.0	0.30111286437664714	0.303225
group2726	0.0	0.9038511363741977	0.90392
group2727	0.0	0.9038511363741977	0.90392
group2728	24.0	0.032470054968907945	0.032975
group2729	10.0	0.232679367046628	0.234755
group2730	7.0	0.34346428638341503	0.345745
group2731	18.0	0.08014942335194428	0.08162
group2732	1.0	0.751171567378722	0.75206
group2733	6.0	0.3897169975467483	0.39233
group2734	29.0	0.014511163261778334	0.014755
group2735	0.0	0.9038511363741977	0.90392
group2736	0.0	0.9038511363741977	0.90392
group2737	10.0	0.232679367046628	0.234755
group2738	6.0	0.3897169975467483	0.39233
group2739	0.0	0.9038511363741977	0.90392
group2740	11.0	0.2052424404249041	0.20729
group2741	12.0	0.18067295524366164	0.182515
group2742	5.0	0.44181279388884603	0.44437
group2743	8.0	0.30111286437664714	0.303225
group2744	2.0	0.6501041636840962	0.65167
group2745	4.0	0.5003020399794059	0.50255
group2746	4.0	0.5003020399794059	0.50255
group2747	8.0	0.30111286437664714	0.303225
group2748	6.0	0.3897169975467483	0.39233
group2749	0.0	0.9038511363741977	0.90392
group2750	13.0	0.15862206300507117	0.160155
group2751	14.0	0.13933497481085996	0.14119
group2752	6.0	0.3897169975467483	0.39233
group2753	7.0	0.34346428638341503	0.345745
group2754	6.0	0.3897169975467483	0.39233
group2755	15.0	0.12207191349129885	0.124195
group2756	0.0	0.9038511363741977	0.90392
group2757	0.0	0.9038511363741977	0.90392
group2758	6.0	0.3897169975467483	0.39233
group2759	18.0	0.08014942335194428	0.08162
group2760	10.0	0.232679367046628	0.234755
group2761	1.0	0.751171567378722	0.75206
group2762	0.0	0.9038511363741977	0.90392
group2763	4.0	0.5003020399794059	0.50255
group2764	9.0	0.2640831610920024	0.2661
group2765	0.0	0.9038511363741977	0.90392
group2766	0.0	0.9038511363741977	0.90392
group2767	5.0	0.44181279388884603	0.44437
group2768	34.0	0.00645199442334891	0.00665
group2769	6.0	0.3897169975467483	0.39233
group2770	1.0	0.751171567378722	0.75206
group2771	2.0	0.6501041636840962	0.65167
group2772	18.0	0.08014942335194428	0.08162
group2773	2.0	0.6501041636840962	0.65167
group2774	11.0	0.2052424404249041	0.20729
group2775	0.0	0.9038511363741977	0.90392
group2776	2.0	0.6501041636840962	0.65167
group2777	1.0	0.751171567378722	0.75206
group2778	17.0	0.09227843905736809	0.094125
group2779	18.0	0.08014942335194428	0.08162
group2780	1.0	0.751171567378722	0.75206
group2781	2.0	0.6501041636840962	0.65167
group2782	1.0	0.751171567378722	0.75206
group2783	1.0	0.751171567378722	0.75206
group2784	23.0	0.038161763986295984	0.03913
group2785	1.0	0.751171567378722	0.75206
group2786	2.0	0.6501041636840962	0.65167
group2787	0.0	0.9038511363741977	0.90392
group2788	8.0	0.30111286437664714	0.303225
group2789	2.0	0.6501041636840962	0.65167
group2790	9.0	0.2640831610920024	0.2661
group2791	6.0	0.3897169975467483	0.39233
group2792	0.0	0.9038511363741977	0.90392
group2793	19.0	0.06909532192774494	0.070315
group2794	10.0	0.232679367046628	0.234755
group2795	1.0	0.751171567378722	0.75206
group2796	25.0	0.0275881479445722	0.027985
group2797	13.0	0.15862206300507117	0.160155
group2798	11.0	0.2052424404249041	0.20729
group2799	8.0	0.30111286437664714	0.303225
group2800	0.0	0.9038511363741977	0.90392
group2801	15.0	0.12207191349129885	0.124195
group2802	0.0	0.9038511363741977	0.90392
group2803	3.0	0.5681709560513405	0.57014
group2804	7.0	0.34346428638341503	0.345745
group2805	1.0	0.751171567378722	0.75206
group2806	8.0	0.30111286437664714	0.303225
group2807	19.0	0.06909532192774494	0.070315
group2808	10.0	0.232679367046628	0.234755
group2809	3.0	0.5681709560513405	0.57014
group2810	1.0	0.751171567378722	0.75206
group2811	0.0	0.9038511363741977	0.90392
group2812	4.0	0.5003020399794059	0.50255
group2813	11.0	0.2052424404249041	0.20729
group2814	5.0	0.44181279388884603	0.44437
group2815	1.0	0.751171567378722	0.75206
group2816	8.0	0.30111286437664714	0.303225
group2817	3.0	0.5681709560513405	0.57014
group2818	14.0	0.13933497481085996	0.14119
group2819	0.0	0.9038511363741977	0.90392
group2820	4.0	0.5003020399794059	0.50255
group2821	7.0	0.34346428638341503	0.345745
group2822	0.0	0.9038511363741977	0.90392
group2823	0.0	0.9038511363741977	0.90392
group2824	0.0	0.9038511363741977	0.90392
group2825	1.0	0.751171567378722	0.75206
group2826	2.0	0.6501041636840962	0.65167
group2827	2.0	0.6501041636840962	0.65167
group2828	6.0	0.3897169975467483	0.39233
group2829	1.0	0.751171567378722	0.75206
group2830	12.0	0.18067295524366164	0.182515
group2831	5.0	0.44181279388884603	0.44437
group2832	7.0	0.34346428638341503	0.345745
group2833	18.0	0.08014942335194428	0.08162
group2834	9.0	0.2640831610920024	0.2661
group2835	1.0	0.751171567378722	0.75206
group2836	15.0	0.12207191349129885	0.124195
group2837	0.0	0.9038511363741977	0.90392
group2838	7.0	0.34346428638341503	0.345745
group2839	11.0	0.2052424404249041	0.20729
group2840	11.0	0.2052424404249041	0.20729
group2841	0.0	0.9038511363741977	0.90392
group2842	1.0	0.751171567378722	0.75206
group2843	0.0	0.9038511363741977	0.90392
group2844	8.0	0.30111286437664714	0.303225
group2845	16.0	0.10616111858867947	0.108295
group2846	56.0	0.00011983165371416682	0.00016
group2847	7.0	0.34346428638341503	0.345745
group2848	2.0	0.6501041636840962	0.65167
group2849	0.0	0.9038511363741977	0.90392
group2850	0.0	0.9038511363741977	0.90392
group2851	8.0	0.30111286437664714	0.303225
group2852	1.0	0.751171567378722	0.75206
group2853	1.0	0.751171567378722	0.75206
group2854	11.0	0.2052424404249041	0.20729
group2855	6.0	0.3897169975467483	0.39233
group2856	5.0	0.44181279388884603	0.44437
group2857	10.0	0.232679367046628	0.234755
group2858	2.0	0.6501041636840962	0.65167
group2859	0.0	0.9038511363741977	0.90392
group2860	14.0	0.13933497481085996	0.14119
group2861	12.0	0.18067295524366164	0.182515
group2862	1.0	0.751171567378722	0.75206
group2863	0.0	0.9038511363741977	0.90392
group2864	14.0	0.13933497481085996	0.14119
group2865	17.0	0.09227843905736809	0.094125
group2866	1.0	0.751171567378722	0.75206
group2867	7.0	0.34346428638341503	0.345745
group2868	5.0	0.44181279388884603	0.44437
group2869	0.0	0.9038511363741977	0.90392
group2870	13.0	0.15862206300507117	0.160155
group2871	5.0	0.44181279388884603	0.44437
group2872	2.0	0.6501041636840962	0.65167
group2873	0.0	0.9038511363741977	0.90392
group2874	6.0	0.3897169975467483	0.39233
group2875	0.0	0.9038511363741977	0.90392
group2876	11.0	0.2052424404249041	0.20729
group2877	2.0	0.6501041636840962	0.65167
group2878	9.0	0.2640831610920024	0.2661
group2879	6.0	0.3897169975467483	0.39233
group2880	9.0	0.2640831610920024	0.2661
group2881	0.0	0.9038511363741977	0.90392
group2882	5.0	0.44181279388884603	0.44437
group2883	2.0	0.6501041636840962	0.65167
group2884	10.0	0.232679367046628	0.234755
group2885	0.0	0.9038511363741977	0.90392
group2886	1.0	0.751171567378722	0.75206
group2887	0.0	0.9038511363741977	0.90392
group2888	2.0	0.6501041636840962	0.65167
group2889	30.0	0.01234337579364318	0.012475
group2890	2.0	0.6501041636840962	0.65167
group2891	3.0	0.5681709560513405	0.57014
group2892	5.0	0.44181279388884603	0.44437
group2893	0.0	0.9038511363741977	0.90392
group2894	21.0	0.05126896488243486	0.052295
group2895	3.0	0.5681709560513405	0.57014
group2896	17.0	0.09227843905736809	0.094125
group2897	2.0	0.6501041636840962	0.65167
group2898	25.0	0.0275881479445722	0.027985
group2899	0.0	0.9038511363741977	0.90392
group2900	1.0	0.751171567378722	0.75206
group2901	0.0	0.9038511363741977	0.90392
group2902	4.0	0.5003020399794059	0.50255
group2903	1.0	0.751171567378722	0.75206
group2904	2.0	0.6501041636840962	0.65167
group2905	2.0	0.6501041636840962	0.65167
group2906	0.0	0.9038511363741977	0.90392
group2907	14.0	0.13933497481085996	0.14119
group2908	4.0	0.5003020399794059	0.50255
group2909	16.0	0.10616111858867947	0.108295
group2910	0.0	0.9038511363741977	0.90392
group2911	12.0	0.18067295524366164	0.182515
group2912	8.0	0.30111286437664714	0.303225
group2913	3.0	0.5681709560513405	0.57014
group2914	7.0	0.34346428638341503	0.345745
group2915	13.0	0.15862206300507117	0.160155
group2916	0.0	0.9038511363741977	0.90392
group2917	25.0	0.0275881479445722	0.027985
group2918	1.0	0.751171567378722	0.75206
group2919	6.0	0.3897169975467483	0.39233
group2920	6.0	0.3897169975467483	0.39233
group2921	13.0	0.15862206300507117	0.160155
group2922	0.0	0.9038511363741977	0.90392
group2923	32.0	0.008953328765458056	0.00905
group2924	6.0	0.3897169975467483	0.39233
group2925	8.0	0.30111286437664714	0.303225
group2926	6.0	0.3897169975467483	0.39233
group2927	1.0	0.751171567378722	0.75206
group2928	1.0	0.751171567378722	0.75206
group2929	11.0	0.2052424404249041	0.20729
group2930	0.0	0.9038511363741977	0.90392
group2931	0.0	0.9038511363741977	0.90392
group2932	0.0	0.9038511363741977	0.90392
group2933	9.0	0.2640831610920024	0.2661
group2934	14.0	0.13933497481085996	0.14119
group2935	18.0	0.08014942335194428	0.08162
group2936	30.0	0.01234337579364318	0.012475
group2937	6.0	0.3897169975467483	0.39233
group2938	1.0	0.751171567378722	0.75206
group2939	13.0	0.15862206300507117	0.160155
group2940	0.0	0.9038511363741977	0.90392
group2941	0.0	0.9038511363741977	0.90392
group2942	1.0	0.751171567378722	0.75206
group2943	15.0	0.12207191349129885	0.124195
group2944	12.0	0.18067295524366164	0.182515
group2945	9.0	0.2640831610920024	0.2661
group2946	10.0	0.232679367046628	0.234755
group2947	1.0	0.751171567378722	0.75206
group2948	1.0	0.751171567378722	0.75206
group2949	9.0	0.2640831610920024	0.2661
group2950	2.0	0.6501041636840962	0.65167
group2951	23.0	0.038161763986295984	0.03913
group2952	0.0	0.9038511363741977	0.90392
group2953	1.0	0.751171567378722	0.75206
group2954	13.0	0.15862206300507117	0.160155
group2955	2.0	0.6501041636840962	0.65167
group2956	1.0	0.751171567378722	0.75206
group2957	8.0	0.30111286437664714	0.303225
group2958	4.0	0.5003020399794059	0.50255
group2959	1.0	0.751171567378722	0.75206
group2960	2.0	0.6501041636840962	0.65167
group2961	7.0	0.34346428638341503	0.345745
group2962	6.0	0.3897169975467483	0.39233
group2963	0.0	0.9038511363741977	0.90392
group2964	1.0	0.751171567378722	0.75206
group2965	0.0	0.9038511363741977	0.90392
group2966	7.0	0.34346428638341503	0.345745
group2967	0.0	0.9038511363741977	0.90392
group2968	8.0	0.30111286437664714	0.303225
group2969	10.0	0.232679367046628	0.234755
group2970	5.0	0.44181279388884603	0.44437
group2971	0.0	0.9038511363741977	0.90392
group2972	33.0	0.007582021733171492	0.007735
group2973	7.0	0.34346428638341503	0.345745
group2974	22.0	0.04441674052522039	0.045645
group2975	0.0	0.9038511363741977	0.90392
group2976	0.0	0.9038511363741977	0.90392
group2977	7.0	0.34346428638341503	0.345745
group2978	1.0	0.751171567378722	0.75206
group2979	16.0	0.10616111858867947	0.108295
group2980	0.0	0.9038511363741977	0.90392
group2981	15.0	0.12207191349129885	0.124195
group2982	8.0	0.30111286437664714	0.303225
group2983	5.0	0.44181279388884603	0.44437
group2984	15.0	0.12207191349129885	0.124195
group2985	3.0	0.5681709560513405	0.57014
group2986	32.0	0.008953328765458056	0.00905
group2987	1.0	0.751171567378722	0.75206
group2988	12.0	0.18067295524366164	0.182515
group2989	25.0	0.0275881479445722	0.027985
group2990	3.0	0.5681709560513405	0.57014
group2991	13.0	0.15862206300507117	0.160155
group2992	6.0	0.3897169975467483	0.39233
group2993	10.0	0.232679367046628	0.234755
group2994	0.0	0.9038511363741977	0.90392
group2995	1.0	0.751171567378722	0.75206
group2996	7.0	0.34346428638341503	0.345745
group2997	2.0	0.6501041636840962	0.65167
group2998	8.0	0.30111286437664714	0.303225
group2999	11.0	0.2052424404249041	0.20729
group3000	2.0	0.6501041636840962	0.65167
group3001	8.0	0.30111286437664714	0.303225
group3002	2.0	0.6501041636840962	0.65167
group3003	3.0	0.5681709560513405	0.57014
group3004	10.0	0.232679367046628	0.234755
group3005	5.0	0.44181279388884603	0.44437
group3006	8.0	0.30111286437664714	0.303225
group3007	5.0	0.44181279388884603	0.44437
group3008	0.0	0.9038511363741977	0.90392
group3009	1.0	0.751171567378722	0.75206
group3010	2.0	0.6501041636840962	0.65167
group3011	3.0	0.5681709560513405	0.57014
group3012	0.0	0.9038511363741977	0.90392
group3013	23.0	0.038161763986295984	0.03913
group3014	9.0	0.2640831610920024	0.2661
group3015	10.0	0.232679367046628	0.234755
group3016	0.0	0.9038511363741977	0.90392
group3017	9.0	0.2640831610920024	0.2661
group3018	2.0	0.6501041636840962	0.65167
group3019	3.0	0.5681709560513405	0.57014
group3020	0.0	0.9038511363741977	0.90392
group3021	4.0	0.5003020399794059	0.50255
group3022	7.0	0.34346428638341503	0.345745
group3023	5.0	0.44181279388884603	0.44437
group3024	11.0	0.2052424404249041	0.20729
group3025	0.0	0.9038511363741977	0.90392
group3026	22.0	0.04441674052522039	0.045645
group3027	2.0	0.6501041636840962	0.65167
group3028	4.0	0.5003020399794059	0.50255
group3029	0.0	0.9038511363741977	0.90392
group3030	4.0	0.5003020399794059	0.50255
group3031	8.0	0.30111286437664714	0.303225
group3032	7.0	0.34346428638341503	0.345745
group3033	4.0	0.5003020399794059	0.50255
group3034	6.0	0.3897169975467483	0.39233
group3035	10.0	0.232679367046628	0.234755
group3036	4.0	0.5003020399794059	0.50255
group3037	4.0	0.5003020399794059	0.50255
group3038	4.0	0.5003020399794059	0.50255
group3039	0.0	0.9038511363741977	0.90392
group3040	2.0	0.6501041636840962	0.65167
group3041	4.0	0.5003020399794059	0.50255
group3042	2.0	0.6501041636840962	0.65167
group3043	0.0	0.9038511363741977	0.90392
group3044	8.0	0.30111286437664714	0.303225
group3045	4.0	0.5003020399794059	0.50255
group3046	14.0	0.13933497481085996	0.14119
group3047	9.0	0.2640831610920024	0.2661
group3048	1.0	0.751171567378722	0.75206
group3049	9.0	0.2640831610920024	0.2661
group3050	14.0	0.13933497481085996	0.14119
group3051	3.0	0.5681709560513405	0.57014
group3052	8.0	0.30111286437664714	0.303225
group3053	5.0	0.44181279388884603	0.44437
group3054	5.0	0.44181279388884603	0.44437
group3055	8.0	0.30111286437664714	0.303225
group3056	18.0	0.08014942335194428	0.08162
group3057	1.0	0.751171567378722	0.75206
group3058	11.0	0.2052424404249041	0.20729
group3059	16.0	0.10616111858867947	0.108295
group3060	16.0	0.10616111858867947	0.108295
group3061	19.0	0.06909532192774494	0.070315
group3062	18.0	0.08014942335194428	0.08162
group3063	3.0	0.5681709560513405	0.57014
group3064	9.0	0.2640831610920024	0.2661
group3065	0.0	0.9038511363741977	0.90392
group3066	3.0	0.5681709560513405	0.57014
group3067	4.0	0.5003020399794059	0.50255
group3068	0.0	0.9038511363741977	0.90392
group3069	5.0	0.44181279388884603	0.44437
group3070	3.0	0.5681709560513405	0.57014
group3071	18.0	0.08014942335194428	0.08162
group3072	3.0	0.5681709560513405	0.57014
group3073	1.0	0.751171567378722	0.75206
group3074	14.0	0.13933497481085996	0.14119
group3075	6.0	0.3897169975467483	0.39233
group3076	2.0	0.6501041636840962	0.65167
group3077	1.0	0.751171567378722	0.75206
group3078	4.0	0.5003020399794059	0.50255
group3079	9.0	0.2640831610920024	0.2661
group3080	5.0	0.44181279388884603	0.44437
group3081	7.0	0.34346428638341503	0.345745
group3082	2.0	0.6501041636840962	0.65167
group3083	39.0	0.002713013356848624	0.002885
group3084	20.0	0.05936105101632493	0.06033
group3085	6.0	0.3897169975467483	0.39233
group3086	0.0	0.9038511363741977	0.90392
group3087	2.0	0.6501041636840962	0.65167
group3088	9.0	0.2640831610920024	0.2661
group3089	1.0	0.751171567378722	0.75206
group3090	0.0	0.9038511363741977	0.90392
group3091	1.0	0.751171567378722	0.75206
group3092	0.0	0.9038511363741977	0.90392
group3093	8.0	0.30111286437664714	0.303225
group3094	11.0	0.2052424404249041	0.20729
group3095	2.0	0.6501041636840962	0.65167
group3096	0.0	0.9038511363741977	0.90392
group3097	3.0	0.5681709560513405	0.57014
group3098	4.0	0.5003020399794059	0.50255
group3099	15.0	0.12207191349129885	0.124195
group3100	5.0	0.44181279388884603	0.44437
group3101	1.0	0.751171567378722	0.75206
group3102	12.0	0.18067295524366164	0.182515
group3103	7.0	0.34346428638341503	0.345745
group3104	3.0	0.5681709560513405	0.57014
group3105	0.0	0.9038511363741977	0.90392
group3106	2.0	0.6501041636840962	0.65167
group3107	1.0	0.751171567378722	0.75206
group3108	2.0	0.6501041636840962	0.65167
group3109	2.0	0.6501041636840962	0.65167
group3110	0.0	0.9038511363741977	0.90392
group3111	5.0	0.44181279388884603	0.44437
group3112	5.0	0.44181279388884603	0.44437
group3113	29.0	0.014511163261778334	0.014755
group3114	1.0	0.751171567378722	0.75206
group3115	7.0	0.34346428638341503	0.345745
group3116	14.0	0.13933497481085996	0.14119
group3117	0.0	0.9038511363741977	0.90392
group3118	2.0	0.6501041636840962	0.65167
group3119	1.0	0.751171567378722	0.75206
group3120	1.0	0.751171567378722	0.75206
group3121	0.0	0.9038511363741977	0.90392
group3122	5.0	0.44181279388884603	0.44437
group3123	2.0	0.6501041636840962	0.65167
group3124	1.0	0.751171567378722	0.75206
group3125	1.0	0.751171567378722	0.75206
group3126	2.0	0.6501041636840962	0.65167
group3127	4.0	0.5003020399794059	0.50255
group3128	7.0	0.34346428638341503	0.345745
group3129	3.0	0.5681709560513405	0.57014
group3130	0.0	0.9038511363741977	0.90392
group3131	0.0	0.9038511363741977	0.90392
group3132	9.0	0.2640831610920024	0.2661
group3133	0.0	0.9038511363741977	0.90392
group3134	0.0	0.9038511363741977	0.90392
group3135	0.0	0.9038511363741977	0.90392
group3136	2.0	0.6501041636840962	0.65167
group3137	4.0	0.5003020399794059	0.50255
group3138	0.0	0.9038511363741977	0.90392
group3139	9.0	0.2640831610920024	0.2661
group3140	13.0	0.15862206300507117	0.160155
group3141	0.0	0.9038511363741977	0.90392
group3142	0.0	0.9038511363741977	0.90392
group3143	9.0	0.2640831610920024	0.2661
group3144	11.0	0.2052424404249041	0.20729
group3145	3.0	0.5681709560513405	0.57014
group3146	4.0	0.5003020399794059	0.50255
group3147	9.0	0.2640831610920024	0.2661
group3148	6.0	0.3897169975467483	0.39233
group3149	1.0	0.751171567378722	0.75206
group3150	0.0	0.9038511363741977	0.90392
group3151	2.0	0.6501041636840962	0.65167
group3152	1.0	0.751171567378722	0.75206
group3153	0.0	0.9038511363741977	0.90392
group3154	0.0	0.9038511363741977	0.90392
group3155	4.0	0.5003020399794059	0.50255
group3156	3.0	0.5681709560513405	0.57014
group3157	17.0	0.09227843905736809	0.094125
group3158	2.0	0.6501041636840962	0.65167
group3159	38.0	0.0032378949835538823	0.00338
group3160	0.0	0.9038511363741977	0.90392
group3161	8.0	0.30111286437664714	0.303225
group3162	5.0	0.44181279388884603	0.44437
group3163	9.0	0.2640831610920024	0.2661
group3164	2.0	0.6501041636840962	0.65167
group3165	40.0	0.0022735120215003437	0.002485
group3166	19.0	0.06909532192774494	0.070315
group3167	3.0	0.5681709560513405	0.57014
group3168	0.0	0.9038511363741977	0.90392
group3169	0.0	0.9038511363741977	0.90392
group3170	2.0	0.6501041636840962	0.65167
group3171	0.0	0.9038511363741977	0.90392
group3172	4.0	0.5003020399794059	0.50255
group3173	3.0	0.5681709560513405	0.57014
group3174	11.0	0.2052424404249041	0.20729
group3175	4.0	0.5003020399794059	0.50255
group3176	2.0	0.6501041636840962	0.65167
group3177	0.0	0.9038511363741977	0.90392
group3178	10.0	0.232679367046628	0.234755
group3179	4.0	0.5003020399794059	0.50255
group3180	2.0	0.6501041636840962	0.65167
group3181	15.0	0.12207191349129885	0.124195
group3182	11.0	0.2052424404249041	0.20729
group3183	11.0	0.2052424404249041	0.20729
group3184	8.0	0.30111286437664714	0.303225
group3185	0.0	0.9038511363741977	0.90392
group3186	13.0	0.15862206300507117	0.160155
group3187	9.0	0.2640831610920024	0.2661
group3188	18.0	0.08014942335194428	0.08162
group3189	0.0	0.9038511363741977	0.90392
group3190	6.0	0.3897169975467483	0.39233
group3191	6.0	0.3897169975467483	0.39233
group3192	3.0	0.5681709560513405	0.57014
group3193	0.0	0.9038511363741977	0.90392
group3194	2.0	0.6501041636840962	0.65167
group3195	10.0	0.232679367046628	0.234755
group3196	0.0	0.9038511363741977	0.90392
group3197	2.0	0.6501041636840962	0.65167
group3198	2.0	0.6501041636840962	0.65167
group3199	5.0	0.44181279388884603	0.44437
group3200	5.0	0.44181279388884603	0.44437
group3201	0.0	0.9038511363741977	0.90392
group3202	1.0	0.751171567378722	0.75206
group3203	3.0	0.5681709560513405	0.57014
group3204	2.0	0.6501041636840962	0.65167
group3205	1.0	0.751171567378722	0.75206
group3206	11.0	0.2052424404249041	0.20729
group3207	0.0	0.9038511363741977	0.90392
group3208	0.0	0.9038511363741977	0.90392
group3209	0.0	0.9038511363741977	0.90392
group3210	13.0	0.15862206300507117	0.160155
group3211	0.0	0.9038511363741977	0.90392
group3212	3.0	0.5681709560513405	0.57014
group3213	2.0	0.6501041636840962	0.65167
group3214	8.0	0.30111286437664714	0.303225
group3215	0.0	0.9038511363741977	0.90392
group3216	1.0	0.751171567378722	0.75206
group3217	4.0	0.5003020399794059	0.50255
group3218	11.0	0.2052424404249041	0.20729
group3219	3.0	0.5681709560513405	0.57014
group3220	4.0	0.5003020399794059	0.50255
group3221	2.0	0.6501041636840962	0.65167
group3222	0.0	0.9038511363741977	0.90392
group3223	2.0	0.6501041636840962	0.65167
group3224	0.0	0.9038511363741977	0.90392
group3225	3.0	0.5681709560513405	0.57014
group3226	0.0	0.9038511363741977	0.90392
group3227	5.0	0.44181279388884603	0.44437
group3228	14.0	0.13933497481085996	0.14119
group3229	1.0	0.751171567378722	0.75206
group3230	3.0	0.5681709560513405	0.57014
group3231	3.0	0.5681709560513405	0.57014
group3232	1.0	0.751171567378722	0.75206
group3233	5.0	0.44181279388884603	0.44437
group3234	3.0	0.5681709560513405	0.57014
group3235	9.0	0.2640831610920024	0.2661
group3236	2.0	0.6501041636840962	0.65167
group3237	10.0	0.232679367046628	0.234755
group3238	16.0	0.10616111858867947	0.108295
group3239	0.0	0.9038511363741977	0.90392
group3240	4.0	0.5003020399794059	0.50255
group3241	16.0	0.10616111858867947	0.108295
group3242	1.0	0.751171567378722	0.75206
group3243	16.0	0.10616111858867947	0.108295
group3244	14.0	0.13933497481085996	0.14119
group3245	15.0	0.12207191349129885	0.124195
group3246	5.0	0.44181279388884603	0.44437
group3247	0.0	0.9038511363741977	0.90392
group3248	2.0	0.6501041636840962	0.65167
group3249	1.0	0.751171567378722	0.75206
group3250	1.0	0.751171567378722	0.75206
group3251	0.0	0.9038511363741977	0.90392
group3252	4.0	0.5003020399794059	0.50255
group3253	4.0	0.5003020399794059	0.50255
group3254	8.0	0.30111286437664714	0.303225
group3255	0.0	0.9038511363741977	0.90392
group3256	4.0	0.5003020399794059	0.50255
group3257	5.0	0.44181279388884603	0.44437
group3258	2.0	0.6501041636840962	0.65167
group3259	20.0	0.05936105101632493	0.06033
group3260	8.0	0.30111286437664714	0.303225
group3261	6.0	0.3897169975467483	0.39233
group3262	4.0	0.5003020399794059	0.50255
group3263	4.0	0.5003020399794059	0.50255
group3264	1.0	0.751171567378722	0.75206
group3265	1.0	0.751171567378722	0.75206
group3266	5.0	0.44181279388884603	0.44437
group3267	1.0	0.751171567378722	0.75206
group3268	0.0	0.9038511363741977	0.90392
group3269	0.0	0.9038511363741977	0.90392
group3270	19.0	0.06909532192774494	0.070315
group3271	0.0	0.9038511363741977	0.90392
group3272	19.0	0.06909532192774494	0.070315
group3273	8.0	0.30111286437664714	0.303225
group3274	1.0	0.751171567378722	0.75206
group3275	2.0	0.6501041636840962	0.65167
group3276	4.0	0.5003020399794059	0.50255
group3277	0.0	0.9038511363741977	0.90392
group3278	0.0	0.9038511363741977	0.90392
group3279	1.0	0.751171567378722	0.75206
group3280	16.0	0.10616111858867947	0.108295
group3281	5.0	0.44181279388884603	0.44437
group3282	7.0	0.34346428638341503	0.345745
group3283	1.0	0.751171567378722	0.75206
group3284	13.0	0.15862206300507117	0.160155
group3285	14.0	0.13933497481085996	0.14119
group3286	0.0	0.9038511363741977	0.90392
group3287	0.0	0.9038511363741977	0.90392
group3288	2.0	0.6501041636840962	0.65167
group3289	21.0	0.05126896488243486	0.052295
group3290	2.0	0.6501041636840962	0.65167
group3291	9.0	0.2640831610920024	0.2661
group3292	3.0	0.5681709560513405	0.57014
group3293	13.0	0.15862206300507117	0.160155
group3294	10.0	0.232679367046628	0.234755
group3295	0.0	0.9038511363741977	0.90392
group3296	6.0	0.3897169975467483	0.39233
group3297	3.0	0.5681709560513405	0.57014
group3298	0.0	0.9038511363741977	0.90392
group3299	4.0	0.5003020399794059	0.50255
group3300	13.0	0.15862206300507117	0.160155
group3301	1.0	0.751171567378722	0.75206
group3302	0.0	0.9038511363741977	0.90392
group3303	11.0	0.2052424404249041	0.20729
group3304	11.0	0.2052424404249041	0.20729
group3305	0.0	0.9038511363741977	0.90392
group3306	0.0	0.9038511363741977	0.90392
group3307	6.0	0.3897169975467483	0.39233
group3308	4.0	0.5003020399794059	0.50255
group3309	1.0	0.751171567378722	0.75206
group3310	30.0	0.01234337579364318	0.012475
group3311	2.0	0.6501041636840962	0.65167
group3312	20.0	0.05936105101632493	0.06033
group3313	1.0	0.751171567378722	0.75206
group3314	6.0	0.3897169975467483	0.39233
group3315	0.0	0.9038511363741977	0.90392
group3316	2.0	0.6501041636840962	0.65167
group3317	13.0	0.15862206300507117	0.160155
group3318	5.0	0.44181279388884603	0.44437
group3319	6.0	0.3897169975467483	0.39233
group3320	34.0	0.00645199442334891	0.00665
group3321	0.0	0.9038511363741977	0.90392
group3322	3.0	0.5681709560513405	0.57014
group3323	13.0	0.15862206300507117	0.160155
group3324	7.0	0.34346428638341503	0.345745
group3325	9.0	0.2640831610920024	0.2661
group3326	2.0	0.6501041636840962	0.65167
group3327	11.0	0.2052424404249041	0.20729
group3328	0.0	0.9038511363741977	0.90392
group3329	3.0	0.5681709560513405	0.57014
group3330	12.0	0.18067295524366164	0.182515
group3331	0.0	0.9038511363741977	0.90392
group3332	0.0	0.9038511363741977	0.90392
group3333	0.0	0.9038511363741977	0.90392
group3334	2.0	0.6501041636840962	0.65167
group3335	0.0	0.9038511363741977	0.90392
group3336	20.0	0.05936105101632493	0.06033
group3337	1.0	0.751171567378722	0.75206
group3338	11.0	0.2052424404249041	0.20729
group3339	5.0	0.44181279388884603	0.44437
group3340	3.0	0.5681709560513405	0.57014
group3341	1.0	0.751171567378722	0.75206
group3342	0.0	0.9038511363741977	0.90392
group3343	0.0	0.9038511363741977	0.90392
group3344	3.0	0.5681709560513405	0.57014
group3345	3.0	0.5681709560513405	0.57014
group3346	5.0	0.44181279388884603	0.44437
group3347	3.0	0.5681709560513405	0.57014
group3348	13.0	0.15862206300507117	0.160155
group3349	7.0	0.34346428638341503	0.345745
group3350	14.0	0.13933497481085996	0.14119
group3351	0.0	0.9038511363741977	0.90392
group3352	2.0	0.6501041636840962	0.65167
group3353	3.0	0.5681709560513405	0.57014
group3354	2.0	0.6501041636840962	0.65167
group3355	0.0	0.9038511363741977	0.90392
group3356	7.0	0.34346428638341503	0.345745
group3357	20.0	0.05936105101632493	0.06033
group3358	7.0	0.34346428638341503	0.345745
group3359	3.0	0.5681709560513405	0.57014
group3360	1.0	0.751171567378722	0.75206
group3361	1.0	0.751171567378722	0.75206
group3362	13.0	0.15862206300507117	0.160155
group3363	16.0	0.10616111858867947	0.108295
