	n	p	p_mc
group1552	48.0	0.014645892128307057	0.014165
group1553	15.0	0.4573510105445388	0.45821
group1554	23.0	0.23499925231530389	0.235115
group1555	2.0	0.9453709799996856	0.946045
group1556	3.0	0.9140670752552578	0.91513
group1557	1.0	0.9719099818089563	0.972255
group1558	5.0	0.8428593334324601	0.84352
group1559	11.0	0.6038466148581	0.604145
group1560	22.0	0.25723745171961626	0.25675
group1561	19.0	0.33356472739058096	0.333895
group1562	6.0	0.8044216238535551	0.804835
group1563	47.0	0.016619023705990454	0.01592
group1564	23.0	0.23499925231530389	0.235115
group1565	37.0	0.05519652919204339	0.05429
group1566	14.0	0.49196771558901947	0.492535
group1567	10.0	0.6433275825860071	0.64264
group1568	15.0	0.4573510105445388	0.45821
group1569	2.0	0.9453709799996856	0.946045
group1570	1.0	0.9719099818089563	0.972255
group1571	9.0	0.6836220038774937	0.682675
group1572	18.0	0.36220058434095553	0.36309
group1573	4.0	0.8795844428772457	0.88062
group1574	24.0	0.2142199819069697	0.21427
group1575	12.0	0.5653582533820657	0.566045
group1576	15.0	0.4573510105445388	0.45821
group1577	0.0	0.9919081697437928	0.992045
group1578	14.0	0.49196771558901947	0.492535
group1579	14.0	0.49196771558901947	0.492535
group1580	5.0	0.8428593334324601	0.84352
group1581	24.0	0.2142199819069697	0.21427
group1582	4.0	0.8795844428772457	0.88062
group1583	8.0	0.7243643916011879	0.723885
group1584	12.0	0.5653582533820657	0.566045
group1585	20.0	0.30647514252136204	0.30647
group1586	23.0	0.23499925231530389	0.235115
group1587	17.0	0.3923616976747312	0.393645
group1588	31.0	0.10651119283690955	0.105985
group1589	26.0	0.1769444473295978	0.17647
group1590	10.0	0.6433275825860071	0.64264
group1591	24.0	0.2142199819069697	0.21427
group1592	3.0	0.9140670752552578	0.91513
group1593	22.0	0.25723745171961626	0.25675
group1594	26.0	0.1769444473295978	0.17647
group1595	15.0	0.4573510105445388	0.45821
group1596	46.0	0.018837337276732445	0.01792
group1597	9.0	0.6836220038774937	0.682675
group1598	36.0	0.06180350391525779	0.061035
group1599	15.0	0.4573510105445388	0.45821
group1600	17.0	0.3923616976747312	0.393645
group1601	12.0	0.5653582533820657	0.566045
group1602	14.0	0.49196771558901947	0.492535
group1603	8.0	0.7243643916011879	0.723885
group1604	14.0	0.49196771558901947	0.492535
group1605	37.0	0.05519652919204339	0.05429
group1606	21.0	0.28102709317650326	0.280445
group1607	18.0	0.36220058434095553	0.36309
group1608	22.0	0.25723745171961626	0.25675
group1609	22.0	0.25723745171961626	0.25675
group1610	18.0	0.36220058434095553	0.36309
group1611	15.0	0.4573510105445388	0.45821
group1612	34.0	0.07714456031153524	0.076745
group1613	17.0	0.3923616976747312	0.393645
group1614	19.0	0.33356472739058096	0.333895
group1615	4.0	0.8795844428772457	0.88062
group1616	3.0	0.9140670752552578	0.91513
group1617	2.0	0.9453709799996856	0.946045
group1618	36.0	0.06180350391525779	0.061035
group1619	22.0	0.25723745171961626	0.25675
group1620	13.0	0.5279943039329374	0.52847
group1621	15.0	0.4573510105445388	0.45821
group1622	15.0	0.4573510105445388	0.45821
group1623	38.0	0.04922840531348534	0.04837
group1624	20.0	0.30647514252136204	0.30647
group1625	24.0	0.2142199819069697	0.21427
group1626	12.0	0.5653582533820657	0.566045
group1627	21.0	0.28102709317650326	0.280445
group1628	13.0	0.5279943039329374	0.52847
group1629	11.0	0.6038466148581	0.604145
group1630	23.0	0.23499925231530389	0.235115
group1631	7.0	0.7648433959116149	0.76503
group1632	1.0	0.9719099818089563	0.972255
group1633	3.0	0.9140670752552578	0.91513
group1634	27.0	0.16037591799844517	0.159535
group1635	19.0	0.33356472739058096	0.333895
group1636	59.0	0.003412847175604291	0.00339
group1637	35.0	0.0690976241638293	0.068525
group1638	16.0	0.424103490620067	0.425265
group1639	16.0	0.424103490620067	0.425265
group1640	6.0	0.8044216238535551	0.804835
group1641	2.0	0.9453709799996856	0.946045
group1642	14.0	0.49196771558901947	0.492535
group1643	28.0	0.14512188443039384	0.14411
group1644	38.0	0.04922840531348534	0.04837
group1645	29.0	0.13110371501580342	0.13008
group1646	17.0	0.3923616976747312	0.393645
group1647	36.0	0.06180350391525779	0.061035
group1648	19.0	0.33356472739058096	0.333895
group1649	3.0	0.9140670752552578	0.91513
group1650	10.0	0.6433275825860071	0.64264
group1651	6.0	0.8044216238535551	0.804835
group1652	9.0	0.6836220038774937	0.682675
group1653	6.0	0.8044216238535551	0.804835
group1654	2.0	0.9453709799996856	0.946045
group1655	34.0	0.07714456031153524	0.076745
group1656	30.0	0.11825511832291458	0.117485
group1657	12.0	0.5653582533820657	0.566045
group1658	15.0	0.4573510105445388	0.45821
group1659	34.0	0.07714456031153524	0.076745
group1660	12.0	0.5653582533820657	0.566045
group1661	11.0	0.6038466148581	0.604145
group1662	6.0	0.8044216238535551	0.804835
group1663	13.0	0.5279943039329374	0.52847
group1664	10.0	0.6433275825860071	0.64264
group1665	51.0	0.009961490628226736	0.00932
group1666	22.0	0.25723745171961626	0.25675
group1667	9.0	0.6836220038774937	0.682675
group1668	6.0	0.8044216238535551	0.804835
group1669	37.0	0.05519652919204339	0.05429
group1670	9.0	0.6836220038774937	0.682675
group1671	22.0	0.25723745171961626	0.25675
group1672	16.0	0.424103490620067	0.425265
group1673	8.0	0.7243643916011879	0.723885
group1674	12.0	0.5653582533820657	0.566045
group1675	34.0	0.07714456031153524	0.076745
group1676	11.0	0.6038466148581	0.604145
group1677	23.0	0.23499925231530389	0.235115
group1678	7.0	0.7648433959116149	0.76503
group1679	0.0	0.9919081697437928	0.992045
group1680	2.0	0.9453709799996856	0.946045
group1681	28.0	0.14512188443039384	0.14411
group1682	20.0	0.30647514252136204	0.30647
group1683	13.0	0.5279943039329374	0.52847
group1684	8.0	0.7243643916011879	0.723885
group1685	9.0	0.6836220038774937	0.682675
group1686	1.0	0.9719099818089563	0.972255
group1687	11.0	0.6038466148581	0.604145
group1688	10.0	0.6433275825860071	0.64264
group1689	14.0	0.49196771558901947	0.492535
group1690	16.0	0.424103490620067	0.425265
group1691	29.0	0.13110371501580342	0.13008
group1692	55.0	0.005875356285957395	0.005705
group1693	33.0	0.08601999050464941	0.08597
group1694	20.0	0.30647514252136204	0.30647
group1695	5.0	0.8428593334324601	0.84352
group1696	7.0	0.7648433959116149	0.76503
group1697	2.0	0.9453709799996856	0.946045
group1698	9.0	0.6836220038774937	0.682675
group1699	16.0	0.424103490620067	0.425265
group1700	16.0	0.424103490620067	0.425265
group1701	24.0	0.2142199819069697	0.21427
group1702	19.0	0.33356472739058096	0.333895
group1703	13.0	0.5279943039329374	0.52847
group1704	0.0	0.9919081697437928	0.992045
group1705	15.0	0.4573510105445388	0.45821
group1706	18.0	0.36220058434095553	0.36309
group1707	42.0	0.030748398087397412	0.02996
group1708	34.0	0.07714456031153524	0.076745
group1709	1.0	0.9719099818089563	0.972255
group1710	12.0	0.5653582533820657	0.566045
group1711	3.0	0.9140670752552578	0.91513
group1712	0.0	0.9919081697437928	0.992045
group1713	13.0	0.5279943039329374	0.52847
group1714	26.0	0.1769444473295978	0.17647
group1715	4.0	0.8795844428772457	0.88062
group1716	31.0	0.10651119283690955	0.105985
group1717	17.0	0.3923616976747312	0.393645
group1718	26.0	0.1769444473295978	0.17647
group1719	13.0	0.5279943039329374	0.52847
group1720	17.0	0.3923616976747312	0.393645
group1721	6.0	0.8044216238535551	0.804835
group1722	26.0	0.1769444473295978	0.17647
group1723	19.0	0.33356472739058096	0.333895
group1724	4.0	0.8795844428772457	0.88062
group1725	10.0	0.6433275825860071	0.64264
group1726	13.0	0.5279943039329374	0.52847
group1727	30.0	0.11825511832291458	0.117485
group1728	14.0	0.49196771558901947	0.492535
group1729	9.0	0.6836220038774937	0.682675
group1730	8.0	0.7243643916011879	0.723885
group1731	30.0	0.11825511832291458	0.117485
group1732	39.0	0.043846971492951935	0.042885
group1733	7.0	0.7648433959116149	0.76503
group1734	3.0	0.9140670752552578	0.91513
group1735	13.0	0.5279943039329374	0.52847
group1736	7.0	0.7648433959116149	0.76503
group1737	36.0	0.06180350391525779	0.061035
group1738	11.0	0.6038466148581	0.604145
group1739	35.0	0.0690976241638293	0.068525
group1740	17.0	0.3923616976747312	0.393645
group1741	5.0	0.8428593334324601	0.84352
group1742	9.0	0.6836220038774937	0.682675
group1743	11.0	0.6038466148581	0.604145
group1744	23.0	0.23499925231530389	0.235115
group1745	18.0	0.36220058434095553	0.36309
group1746	11.0	0.6038466148581	0.604145
group1747	49.0	0.012893240172079417	0.012445
group1748	22.0	0.25723745171961626	0.25675
group1749	1.0	0.9719099818089563	0.972255
group1750	1.0	0.9719099818089563	0.972255
group1751	36.0	0.06180350391525779	0.061035
group1752	65.0	0.0014707315472172937	0.00148
group1753	23.0	0.23499925231530389	0.235115
group1754	11.0	0.6038466148581	0.604145
group1755	21.0	0.28102709317650326	0.280445
group1756	9.0	0.6836220038774937	0.682675
group1757	4.0	0.8795844428772457	0.88062
group1758	2.0	0.9453709799996856	0.946045
group1759	10.0	0.6433275825860071	0.64264
group1760	6.0	0.8044216238535551	0.804835
group1761	6.0	0.8044216238535551	0.804835
group1762	19.0	0.33356472739058096	0.333895
group1763	27.0	0.16037591799844517	0.159535
group1764	24.0	0.2142199819069697	0.21427
group1765	1.0	0.9719099818089563	0.972255
group1766	8.0	0.7243643916011879	0.723885
group1767	9.0	0.6836220038774937	0.682675
group1768	9.0	0.6836220038774937	0.682675
group1769	7.0	0.7648433959116149	0.76503
group1770	18.0	0.36220058434095553	0.36309
group1771	12.0	0.5653582533820657	0.566045
group1772	7.0	0.7648433959116149	0.76503
group1773	5.0	0.8428593334324601	0.84352
group1774	3.0	0.9140670752552578	0.91513
group1775	8.0	0.7243643916011879	0.723885
group1776	29.0	0.13110371501580342	0.13008
group1777	18.0	0.36220058434095553	0.36309
group1778	27.0	0.16037591799844517	0.159535
group1779	11.0	0.6038466148581	0.604145
group1780	18.0	0.36220058434095553	0.36309
group1781	13.0	0.5279943039329374	0.52847
group1782	12.0	0.5653582533820657	0.566045
group1783	13.0	0.5279943039329374	0.52847
group1784	22.0	0.25723745171961626	0.25675
group1785	8.0	0.7243643916011879	0.723885
group1786	3.0	0.9140670752552578	0.91513
group1787	32.0	0.09578938789821767	0.095655
group1788	11.0	0.6038466148581	0.604145
group1789	14.0	0.49196771558901947	0.492535
group1790	12.0	0.5653582533820657	0.566045
group1791	15.0	0.4573510105445388	0.45821
group1792	17.0	0.3923616976747312	0.393645
group1793	16.0	0.424103490620067	0.425265
group1794	11.0	0.6038466148581	0.604145
group1795	8.0	0.7243643916011879	0.723885
group1796	14.0	0.49196771558901947	0.492535
group1797	19.0	0.33356472739058096	0.333895
group1798	1.0	0.9719099818089563	0.972255
group1799	0.0	0.9919081697437928	0.992045
group1800	22.0	0.25723745171961626	0.25675
group1801	18.0	0.36220058434095553	0.36309
group1802	8.0	0.7243643916011879	0.723885
group1803	25.0	0.19487693965975528	0.194675
group1804	4.0	0.8795844428772457	0.88062
group1805	30.0	0.11825511832291458	0.117485
group1806	16.0	0.424103490620067	0.425265
group1807	10.0	0.6433275825860071	0.64264
group1808	7.0	0.7648433959116149	0.76503
group1809	45.0	0.021328511706867895	0.020485
group1810	19.0	0.33356472739058096	0.333895
group1811	31.0	0.10651119283690955	0.105985
group1812	3.0	0.9140670752552578	0.91513
group1813	2.0	0.9453709799996856	0.946045
group1814	18.0	0.36220058434095553	0.36309
group1815	10.0	0.6433275825860071	0.64264
group1816	7.0	0.7648433959116149	0.76503
group1817	0.0	0.9919081697437928	0.992045
group1818	27.0	0.16037591799844517	0.159535
group1819	0.0	0.9919081697437928	0.992045
group1820	22.0	0.25723745171961626	0.25675
group1821	18.0	0.36220058434095553	0.36309
group1822	10.0	0.6433275825860071	0.64264
group1823	13.0	0.5279943039329374	0.52847
group1824	28.0	0.14512188443039384	0.14411
group1825	28.0	0.14512188443039384	0.14411
group1826	34.0	0.07714456031153524	0.076745
group1827	26.0	0.1769444473295978	0.17647
group1828	5.0	0.8428593334324601	0.84352
group1829	11.0	0.6038466148581	0.604145
group1830	40.0	0.03900366009280424	0.038025
group1831	25.0	0.19487693965975528	0.194675
group1832	23.0	0.23499925231530389	0.235115
group1833	21.0	0.28102709317650326	0.280445
group1834	13.0	0.5279943039329374	0.52847
group1835	26.0	0.1769444473295978	0.17647
group1836	3.0	0.9140670752552578	0.91513
group1837	33.0	0.08601999050464941	0.08597
group1838	28.0	0.14512188443039384	0.14411
group1839	2.0	0.9453709799996856	0.946045
group1840	4.0	0.8795844428772457	0.88062
group1841	6.0	0.8044216238535551	0.804835
group1842	16.0	0.424103490620067	0.425265
group1843	27.0	0.16037591799844517	0.159535
group1844	30.0	0.11825511832291458	0.117485
group1845	20.0	0.30647514252136204	0.30647
group1846	9.0	0.6836220038774937	0.682675
group1847	16.0	0.424103490620067	0.425265
group1848	0.0	0.9919081697437928	0.992045
group1849	12.0	0.5653582533820657	0.566045
group1850	22.0	0.25723745171961626	0.25675
group1851	7.0	0.7648433959116149	0.76503
group1852	21.0	0.28102709317650326	0.280445
group1853	5.0	0.8428593334324601	0.84352
group1854	19.0	0.33356472739058096	0.333895
group1855	3.0	0.9140670752552578	0.91513
group1856	11.0	0.6038466148581	0.604145
group1857	15.0	0.4573510105445388	0.45821
group1858	5.0	0.8428593334324601	0.84352
group1859	15.0	0.4573510105445388	0.45821
group1860	6.0	0.8044216238535551	0.804835
group1861	15.0	0.4573510105445388	0.45821
group1862	8.0	0.7243643916011879	0.723885
group1863	23.0	0.23499925231530389	0.235115
group1864	6.0	0.8044216238535551	0.804835
group1865	38.0	0.04922840531348534	0.04837
group1866	7.0	0.7648433959116149	0.76503
group1867	2.0	0.9453709799996856	0.946045
group1868	15.0	0.4573510105445388	0.45821
group1869	31.0	0.10651119283690955	0.105985
group1870	36.0	0.06180350391525779	0.061035
group1871	10.0	0.6433275825860071	0.64264
group1872	25.0	0.19487693965975528	0.194675
group1873	8.0	0.7243643916011879	0.723885
group1874	22.0	0.25723745171961626	0.25675
group1875	9.0	0.6836220038774937	0.682675
group1876	17.0	0.3923616976747312	0.393645
group1877	40.0	0.03900366009280424	0.038025
group1878	11.0	0.6038466148581	0.604145
group1879	12.0	0.5653582533820657	0.566045
group1880	8.0	0.7243643916011879	0.723885
group1881	20.0	0.30647514252136204	0.30647
group1882	50.0	0.011338712665191077	0.010765
group1883	38.0	0.04922840531348534	0.04837
group1884	35.0	0.0690976241638293	0.068525
group1885	9.0	0.6836220038774937	0.682675
group1886	0.0	0.9919081697437928	0.992045
group1887	1.0	0.9719099818089563	0.972255
group1888	15.0	0.4573510105445388	0.45821
group1889	16.0	0.424103490620067	0.425265
group1890	18.0	0.36220058434095553	0.36309
group1891	27.0	0.16037591799844517	0.159535
group1892	4.0	0.8795844428772457	0.88062
group1893	2.0	0.9453709799996856	0.946045
group1894	7.0	0.7648433959116149	0.76503
group1895	7.0	0.7648433959116149	0.76503
group1896	30.0	0.11825511832291458	0.117485
group1897	8.0	0.7243643916011879	0.723885
group1898	28.0	0.14512188443039384	0.14411
group1899	5.0	0.8428593334324601	0.84352
group1900	1.0	0.9719099818089563	0.972255
group1901	12.0	0.5653582533820657	0.566045
group1902	7.0	0.7648433959116149	0.76503
group1903	6.0	0.8044216238535551	0.804835
group1904	14.0	0.49196771558901947	0.492535
group1905	14.0	0.49196771558901947	0.492535
group1906	22.0	0.25723745171961626	0.25675
group1907	32.0	0.09578938789821767	0.095655
group1908	9.0	0.6836220038774937	0.682675
group1909	31.0	0.10651119283690955	0.105985
group1910	25.0	0.19487693965975528	0.194675
group1911	7.0	0.7648433959116149	0.76503
group1912	13.0	0.5279943039329374	0.52847
group1913	4.0	0.8795844428772457	0.88062
group1914	39.0	0.043846971492951935	0.042885
group1915	27.0	0.16037591799844517	0.159535
group1916	56.0	0.005136316269398207	0.00505
group1917	12.0	0.5653582533820657	0.566045
group1918	24.0	0.2142199819069697	0.21427
group1919	1.0	0.9719099818089563	0.972255
group1920	11.0	0.6038466148581	0.604145
group1921	14.0	0.49196771558901947	0.492535
group1922	18.0	0.36220058434095553	0.36309
group1923	12.0	0.5653582533820657	0.566045
group1924	11.0	0.6038466148581	0.604145
group1925	1.0	0.9719099818089563	0.972255
group1926	0.0	0.9919081697437928	0.992045
group1927	19.0	0.33356472739058096	0.333895
group1928	8.0	0.7243643916011879	0.723885
group1929	3.0	0.9140670752552578	0.91513
group1930	16.0	0.424103490620067	0.425265
group1931	18.0	0.36220058434095553	0.36309
group1932	40.0	0.03900366009280424	0.038025
group1933	30.0	0.11825511832291458	0.117485
group1934	5.0	0.8428593334324601	0.84352
group1935	31.0	0.10651119283690955	0.105985
group1936	7.0	0.7648433959116149	0.76503
group1937	11.0	0.6038466148581	0.604145
group1938	6.0	0.8044216238535551	0.804835
group1939	15.0	0.4573510105445388	0.45821
group1940	5.0	0.8428593334324601	0.84352
group1941	36.0	0.06180350391525779	0.061035
group1942	10.0	0.6433275825860071	0.64264
group1943	25.0	0.19487693965975528	0.194675
group1944	20.0	0.30647514252136204	0.30647
group1945	2.0	0.9453709799996856	0.946045
group1946	10.0	0.6433275825860071	0.64264
group1947	30.0	0.11825511832291458	0.117485
group1948	16.0	0.424103490620067	0.425265
group1949	1.0	0.9719099818089563	0.972255
group1950	50.0	0.011338712665191077	0.010765
group1951	0.0	0.9919081697437928	0.992045
group1952	32.0	0.09578938789821767	0.095655
group1953	8.0	0.7243643916011879	0.723885
group1954	5.0	0.8428593334324601	0.84352
group1955	26.0	0.1769444473295978	0.17647
group1956	6.0	0.8044216238535551	0.804835
group1957	2.0	0.9453709799996856	0.946045
group1958	6.0	0.8044216238535551	0.804835
group1959	21.0	0.28102709317650326	0.280445
group1960	6.0	0.8044216238535551	0.804835
group1961	11.0	0.6038466148581	0.604145
group1962	23.0	0.23499925231530389	0.235115
group1963	13.0	0.5279943039329374	0.52847
group1964	10.0	0.6433275825860071	0.64264
group1965	12.0	0.5653582533820657	0.566045
group1966	12.0	0.5653582533820657	0.566045
group1967	27.0	0.16037591799844517	0.159535
group1968	29.0	0.13110371501580342	0.13008
group1969	9.0	0.6836220038774937	0.682675
group1970	11.0	0.6038466148581	0.604145
group1971	16.0	0.424103490620067	0.425265
group1972	36.0	0.06180350391525779	0.061035
group1973	4.0	0.8795844428772457	0.88062
group1974	14.0	0.49196771558901947	0.492535
group1975	25.0	0.19487693965975528	0.194675
group1976	0.0	0.9919081697437928	0.992045
group1977	18.0	0.36220058434095553	0.36309
group1978	5.0	0.8428593334324601	0.84352
group1979	15.0	0.4573510105445388	0.45821
group1980	39.0	0.043846971492951935	0.042885
group1981	25.0	0.19487693965975528	0.194675
group1982	17.0	0.3923616976747312	0.393645
group1983	7.0	0.7648433959116149	0.76503
group1984	5.0	0.8428593334324601	0.84352
group1985	9.0	0.6836220038774937	0.682675
group1986	12.0	0.5653582533820657	0.566045
group1987	19.0	0.33356472739058096	0.333895
group1988	24.0	0.2142199819069697	0.21427
group1989	28.0	0.14512188443039384	0.14411
group1990	16.0	0.424103490620067	0.425265
group1991	11.0	0.6038466148581	0.604145
group1992	12.0	0.5653582533820657	0.566045
group1993	14.0	0.49196771558901947	0.492535
group1994	13.0	0.5279943039329374	0.52847
group1995	9.0	0.6836220038774937	0.682675
group1996	16.0	0.424103490620067	0.425265
group1997	41.0	0.034652326647836	0.033795
group1998	19.0	0.33356472739058096	0.333895
group1999	0.0	0.9919081697437928	0.992045
group2000	7.0	0.7648433959116149	0.76503
group2001	3.0	0.9140670752552578	0.91513
group2002	26.0	0.1769444473295978	0.17647
group2003	2.0	0.9453709799996856	0.946045
group2004	21.0	0.28102709317650326	0.280445
group2005	5.0	0.8428593334324601	0.84352
group2006	12.0	0.5653582533820657	0.566045
group2007	2.0	0.9453709799996856	0.946045
group2008	44.0	0.024122555091524146	0.023455
group2009	23.0	0.23499925231530389	0.235115
group2010	6.0	0.8044216238535551	0.804835
group2011	29.0	0.13110371501580342	0.13008
group2012	11.0	0.6038466148581	0.604145
group2013	5.0	0.8428593334324601	0.84352
group2014	34.0	0.07714456031153524	0.076745
group2015	2.0	0.9453709799996856	0.946045
group2016	13.0	0.5279943039329374	0.52847
group2017	19.0	0.33356472739058096	0.333895
group2018	11.0	0.6038466148581	0.604145
group2019	1.0	0.9719099818089563	0.972255
group2020	16.0	0.424103490620067	0.425265
group2021	30.0	0.11825511832291458	0.117485
group2022	7.0	0.7648433959116149	0.76503
group2023	19.0	0.33356472739058096	0.333895
group2024	3.0	0.9140670752552578	0.91513
group2025	9.0	0.6836220038774937	0.682675
group2026	16.0	0.424103490620067	0.425265
group2027	6.0	0.8044216238535551	0.804835
group2028	18.0	0.36220058434095553	0.36309
group2029	18.0	0.36220058434095553	0.36309
group2030	2.0	0.9453709799996856	0.946045
group2031	30.0	0.11825511832291458	0.117485
group2032	12.0	0.5653582533820657	0.566045
group2033	10.0	0.6433275825860071	0.64264
group2034	33.0	0.08601999050464941	0.08597
group2035	2.0	0.9453709799996856	0.946045
group2036	26.0	0.1769444473295978	0.17647
group2037	17.0	0.3923616976747312	0.393645
group2038	19.0	0.33356472739058096	0.333895
group2039	35.0	0.0690976241638293	0.068525
group2040	14.0	0.49196771558901947	0.492535
group2041	18.0	0.36220058434095553	0.36309
group2042	28.0	0.14512188443039384	0.14411
group2043	9.0	0.6836220038774937	0.682675
group2044	26.0	0.1769444473295978	0.17647
group2045	9.0	0.6836220038774937	0.682675
group2046	18.0	0.36220058434095553	0.36309
group2047	16.0	0.424103490620067	0.425265
group2048	11.0	0.6038466148581	0.604145
group2049	25.0	0.19487693965975528	0.194675
group2050	19.0	0.33356472739058096	0.333895
group2051	4.0	0.8795844428772457	0.88062
group2052	18.0	0.36220058434095553	0.36309
group2053	3.0	0.9140670752552578	0.91513
group2054	11.0	0.6038466148581	0.604145
group2055	6.0	0.8044216238535551	0.804835
group2056	4.0	0.8795844428772457	0.88062
group2057	0.0	0.9919081697437928	0.992045
group2058	10.0	0.6433275825860071	0.64264
group2059	14.0	0.49196771558901947	0.492535
group2060	21.0	0.28102709317650326	0.280445
group2061	35.0	0.0690976241638293	0.068525
group2062	9.0	0.6836220038774937	0.682675
group2063	12.0	0.5653582533820657	0.566045
group2064	10.0	0.6433275825860071	0.64264
group2065	16.0	0.424103490620067	0.425265
group2066	7.0	0.7648433959116149	0.76503
group2067	25.0	0.19487693965975528	0.194675
group2068	24.0	0.2142199819069697	0.21427
group2069	28.0	0.14512188443039384	0.14411
group2070	8.0	0.7243643916011879	0.723885
group2071	21.0	0.28102709317650326	0.280445
group2072	11.0	0.6038466148581	0.604145
group2073	29.0	0.13110371501580342	0.13008
group2074	18.0	0.36220058434095553	0.36309
group2075	1.0	0.9719099818089563	0.972255
group2076	12.0	0.5653582533820657	0.566045
group2077	10.0	0.6433275825860071	0.64264
group2078	30.0	0.11825511832291458	0.117485
group2079	10.0	0.6433275825860071	0.64264
group2080	7.0	0.7648433959116149	0.76503
group2081	6.0	0.8044216238535551	0.804835
group2082	16.0	0.424103490620067	0.425265
group2083	18.0	0.36220058434095553	0.36309
group2084	24.0	0.2142199819069697	0.21427
group2085	30.0	0.11825511832291458	0.117485
group2086	7.0	0.7648433959116149	0.76503
group2087	15.0	0.4573510105445388	0.45821
group2088	5.0	0.8428593334324601	0.84352
group2089	13.0	0.5279943039329374	0.52847
group2090	27.0	0.16037591799844517	0.159535
group2091	8.0	0.7243643916011879	0.723885
group2092	25.0	0.19487693965975528	0.194675
group2093	6.0	0.8044216238535551	0.804835
group2094	14.0	0.49196771558901947	0.492535
group2095	7.0	0.7648433959116149	0.76503
group2096	12.0	0.5653582533820657	0.566045
group2097	19.0	0.33356472739058096	0.333895
group2098	10.0	0.6433275825860071	0.64264
group2099	10.0	0.6433275825860071	0.64264
group2100	13.0	0.5279943039329374	0.52847
group2101	31.0	0.10651119283690955	0.105985
group2102	7.0	0.7648433959116149	0.76503
group2103	9.0	0.6836220038774937	0.682675
group2104	18.0	0.36220058434095553	0.36309
group2105	4.0	0.8795844428772457	0.88062
group2106	15.0	0.4573510105445388	0.45821
group2107	8.0	0.7243643916011879	0.723885
group2108	17.0	0.3923616976747312	0.393645
group2109	5.0	0.8428593334324601	0.84352
group2110	11.0	0.6038466148581	0.604145
group2111	44.0	0.024122555091524146	0.023455
group2112	30.0	0.11825511832291458	0.117485
group2113	13.0	0.5279943039329374	0.52847
group2114	17.0	0.3923616976747312	0.393645
group2115	10.0	0.6433275825860071	0.64264
group2116	0.0	0.9919081697437928	0.992045
group2117	13.0	0.5279943039329374	0.52847
group2118	15.0	0.4573510105445388	0.45821
group2119	4.0	0.8795844428772457	0.88062
group2120	14.0	0.49196771558901947	0.492535
group2121	20.0	0.30647514252136204	0.30647
group2122	8.0	0.7243643916011879	0.723885
group2123	19.0	0.33356472739058096	0.333895
group2124	8.0	0.7243643916011879	0.723885
group2125	6.0	0.8044216238535551	0.804835
group2126	20.0	0.30647514252136204	0.30647
group2127	2.0	0.9453709799996856	0.946045
group2128	22.0	0.25723745171961626	0.25675
group2129	31.0	0.10651119283690955	0.105985
group2130	21.0	0.28102709317650326	0.280445
group2131	12.0	0.5653582533820657	0.566045
group2132	4.0	0.8795844428772457	0.88062
group2133	26.0	0.1769444473295978	0.17647
group2134	22.0	0.25723745171961626	0.25675
group2135	28.0	0.14512188443039384	0.14411
group2136	12.0	0.5653582533820657	0.566045
group2137	21.0	0.28102709317650326	0.280445
group2138	1.0	0.9719099818089563	0.972255
group2139	33.0	0.08601999050464941	0.08597
group2140	20.0	0.30647514252136204	0.30647
group2141	75.0	0.0003385796628176611	0.000385
group2142	8.0	0.7243643916011879	0.723885
group2143	4.0	0.8795844428772457	0.88062
group2144	11.0	0.6038466148581	0.604145
group2145	14.0	0.49196771558901947	0.492535
group2146	11.0	0.6038466148581	0.604145
group2147	45.0	0.021328511706867895	0.020485
group2148	5.0	0.8428593334324601	0.84352
group2149	1.0	0.9719099818089563	0.972255
group2150	18.0	0.36220058434095553	0.36309
group2151	20.0	0.30647514252136204	0.30647
group2152	2.0	0.9453709799996856	0.946045
group2153	7.0	0.7648433959116149	0.76503
group2154	2.0	0.9453709799996856	0.946045
group2155	17.0	0.3923616976747312	0.393645
group2156	6.0	0.8044216238535551	0.804835
group2157	42.0	0.030748398087397412	0.02996
group2158	6.0	0.8044216238535551	0.804835
group2159	31.0	0.10651119283690955	0.105985
group2160	21.0	0.28102709317650326	0.280445
group2161	5.0	0.8428593334324601	0.84352
group2162	40.0	0.03900366009280424	0.038025
group2163	8.0	0.7243643916011879	0.723885
group2164	0.0	0.9919081697437928	0.992045
group2165	20.0	0.30647514252136204	0.30647
group2166	39.0	0.043846971492951935	0.042885
group2167	19.0	0.33356472739058096	0.333895
group2168	4.0	0.8795844428772457	0.88062
group2169	6.0	0.8044216238535551	0.804835
group2170	20.0	0.30647514252136204	0.30647
group2171	13.0	0.5279943039329374	0.52847
group2172	7.0	0.7648433959116149	0.76503
group2173	13.0	0.5279943039329374	0.52847
group2174	8.0	0.7243643916011879	0.723885
group2175	8.0	0.7243643916011879	0.723885
group2176	7.0	0.7648433959116149	0.76503
group2177	19.0	0.33356472739058096	0.333895
group2178	18.0	0.36220058434095553	0.36309
group2179	12.0	0.5653582533820657	0.566045
group2180	30.0	0.11825511832291458	0.117485
group2181	9.0	0.6836220038774937	0.682675
group2182	19.0	0.33356472739058096	0.333895
group2183	6.0	0.8044216238535551	0.804835
group2184	30.0	0.11825511832291458	0.117485
group2185	5.0	0.8428593334324601	0.84352
group2186	7.0	0.7648433959116149	0.76503
group2187	37.0	0.05519652919204339	0.05429
group2188	46.0	0.018837337276732445	0.01792
group2189	16.0	0.424103490620067	0.425265
