#1:ID	#2:NameGroupA	#3:NameGroupB	#4:p.value	#5:FDR	#6:relationType	#7:PFC	#8:id.first	#9:id.second	#10:groupSize.first	#11:groupSize.second	#12:groupLinkDegree.first	#13:groupLinkDegree.second	#14:expectedLinks	#15:sharedOriglinks	#16:sharedRndlinks	#17:randMax
533	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2419	0.209815	1.000000	-	0.990000	0	1579	46	6	4970	426	2.920000	1	292	77
544	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2454	0.005046	1.000000	+	0.999133	0	1618	46	5	4970	978	7.010000	15	701	78
548	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2465	0.565646	1.000000	+	0.992000	0	1630	46	6	4970	89	0.830000	1	83	41
554	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2474	0.547621	1.000000	+	0.998000	0	1640	46	5	4970	97	0.790000	1	79	41
557	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP248	0.008227	1.000000	-	0.999000	0	1646	46	6	4970	950	6.790000	1	679	85
558	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2481	0.005120	1.000000	-	0.997000	0	1648	46	5	4970	1207	9.100000	2	910	66
559	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP249	0.337448	1.000000	+	0.999000	0	1657	46	7	4970	51	0.410000	1	41	25
560	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2495	0.376481	1.000000	+	0.997500	0	1663	46	6	4970	1173	8.730000	10	873	88
565	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2503	0.702559	1.000000	-	0.994000	0	1673	46	6	4970	134	1.090000	1	109	44
566	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2506	0.244877	1.000000	+	0.995000	0	1676	46	5	4970	45	0.280000	1	28	20
568	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP251	0.201975	1.000000	+	0.998750	0	1680	46	5	4970	293	2.310000	4	231	63
569	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2514	0.035757	1.000000	+	0.996000	0	1685	46	5	4970	221	1.800000	5	180	83
570	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2516	0.180271	1.000000	-	0.995000	0	1687	46	6	4970	474	3.120000	1	312	52
571	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2522	0.000000	0.000000	+	0.998864	0	1694	46	5	4970	603	3.890000	22	389	56
572	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2524	0.005291	1.000000	+	0.998250	0	1696	46	5	4970	1021	7.740000	16	774	100
579	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2535	0.000000	0.000000	+	0.998250	0	1708	46	5	4970	372	2.860000	24	286	51
581	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2537	0.000404	1.000000	+	0.996929	0	1710	46	5	4970	656	4.810000	14	481	42
582	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2538	0.000000	0.000063	+	0.998167	0	1711	46	5	4970	497	3.450000	18	345	58
583	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2540	0.032655	1.000000	+	0.994500	0	1714	46	5	4970	492	3.670000	8	367	75
588	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2558	0.011296	1.000000	-	0.991500	0	1733	46	5	4970	1097	8.140000	2	814	77
594	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2573	0.341091	1.000000	-	0.997000	0	1750	46	5	4970	248	2.250000	1	225	69
596	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2581	0.345063	1.000000	+	0.994000	0	1759	46	5	4970	265	2.080000	3	208	50
601	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2594	0.156918	1.000000	+	0.995429	0	1773	46	5	4970	616	4.420000	7	442	81
605	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2604	0.003777	1.000000	+	0.994714	0	1785	46	5	4970	241	1.950000	7	195	52
610	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2614	0.566536	1.000000	-	0.992000	0	1796	46	5	4970	352	2.410000	2	241	33
612	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2618	0.149478	1.000000	-	0.993333	0	1800	46	5	4970	835	5.980000	3	598	110
613	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2623	0.368050	1.000000	-	0.996500	0	1806	46	6	4970	465	3.250000	2	325	104
616	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2631	0.380731	1.000000	+	0.996500	0	1815	46	6	4970	154	1.320000	2	132	49
625	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2647	0.171827	1.000000	-	0.992000	0	1832	46	5	4970	424	3.180000	1	318	48
629	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2655	0.322460	1.000000	-	0.998000	0	1841	46	5	4970	279	2.330000	1	233	72
634	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2669	0.533240	1.000000	-	0.996750	0	1856	46	6	4970	598	4.490000	4	449	84
637	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2676	0.068723	1.000000	+	0.996692	0	1864	46	5	4970	1108	8.170000	13	817	99
642	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2691	0.019750	1.000000	+	0.997500	0	1881	46	5	4970	132	1.020000	4	102	54
645	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2700	0.220046	1.000000	+	0.996000	0	1892	46	5	4970	121	0.880000	2	88	30
648	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2713	0.093177	1.000000	-	0.990000	0	1906	46	7	4970	535	3.960000	1	396	37
649	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2717	0.007377	1.000000	+	0.996800	0	1910	46	5	4970	912	7.320000	15	732	81
652	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2722	0.098839	1.000000	+	0.993333	0	1916	46	6	4970	135	1.100000	3	110	51
653	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2723	0.532342	1.000000	+	0.998400	0	1917	46	6	4970	600	4.840000	5	484	78
655	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2727	0.256089	1.000000	-	0.995000	0	1921	46	5	4970	383	2.650000	1	265	54
671	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2764	0.344888	1.000000	+	0.994500	0	1962	46	6	4970	162	1.220000	2	122	45
675	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2773	0.000000	0.000000	+	0.998143	0	1972	46	5	4970	433	3.300000	21	330	63
676	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2777	0.077978	1.000000	+	0.997095	0	1976	46	6	4970	2022	15.020000	21	1502	136
678	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2783	0.532832	1.000000	-	0.994500	0	1983	46	5	4970	314	2.540000	2	254	75
679	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2784	0.235446	1.000000	-	0.998083	0	1984	46	5	4970	2170	15.290000	12	1529	81
680	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2788	0.298474	1.000000	-	0.999000	0	1988	46	6	4970	329	2.440000	1	244	64
681	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2790	0.244274	1.000000	-	0.993250	0	1991	46	5	4970	804	6.290000	4	629	85
682	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2792	0.564630	1.000000	-	0.996800	0	1993	46	5	4970	727	5.290000	5	529	61
683	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2793	0.263570	1.000000	+	0.996714	0	1994	46	7	4970	788	5.180000	7	518	102
684	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2795	0.000014	0.047721	+	0.998143	0	1996	46	5	4970	985	7.190000	21	719	54
694	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2834	0.582352	1.000000	-	0.992000	0	2040	46	5	4970	309	2.350000	2	235	62
697	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2840	0.090176	1.000000	-	0.993500	0	2047	46	5	4970	801	5.430000	2	543	60
700	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2847	0.421345	1.000000	+	0.995857	0	2054	46	5	4970	819	6.170000	7	617	100
701	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP285	0.572993	1.000000	+	0.998000	0	2057	46	5	4970	246	1.920000	2	192	52
705	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2858	0.034044	1.000000	+	0.997273	0	2066	46	5	4970	834	5.830000	11	583	86
706	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2862	0.543995	1.000000	+	0.998500	0	2071	46	6	4970	559	3.880000	4	388	82
714	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2883	0.299251	1.000000	+	0.998636	0	2094	46	6	4970	1257	9.060000	11	906	80
719	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2895	0.000004	0.014950	+	0.994667	0	2107	46	5	4970	69	0.420000	6	42	32
721	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2898	0.257316	1.000000	-	0.997000	0	2110	46	6	4970	857	6.190000	4	619	84
723	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2903	0.274519	1.000000	+	0.994000	0	2117	46	5	4970	202	1.820000	3	182	43
725	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP291	0.123475	1.000000	-	0.997667	0	2124	46	6	4970	867	6.300000	3	630	76
728	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2923	0.197460	1.000000	+	0.995200	0	2139	46	6	4970	428	3.080000	5	308	85
731	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2940	0.508577	1.000000	-	0.995000	0	2158	46	5	4970	1053	7.600000	7	760	61
733	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2946	0.000038	0.130542	+	0.997667	0	2164	46	5	4970	205	1.590000	9	159	29
739	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2959	0.267641	1.000000	-	0.998000	0	2178	46	5	4970	676	4.960000	3	496	58
740	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2960	0.000000	0.001076	+	0.998857	0	2180	46	5	4970	1306	9.390000	28	939	102
750	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2982	0.190642	1.000000	+	0.996667	0	2204	46	5	4970	186	1.500000	3	150	66
752	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2990	0.315167	1.000000	+	0.997667	0	2213	46	5	4970	247	1.970000	3	197	42
753	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2992	0.407025	1.000000	+	0.996667	0	2215	46	5	4970	318	2.310000	3	231	58
756	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP2998	0.556461	1.000000	+	0.993000	0	2221	46	5	4970	111	0.810000	1	81	24
767	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3029	0.536099	1.000000	+	0.998750	0	2257	46	5	4970	548	3.840000	4	384	36
773	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3048	0.538571	1.000000	+	0.997000	0	2278	46	5	4970	87	0.770000	1	77	27
774	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3049	0.313722	1.000000	-	0.998000	0	2279	46	6	4970	400	2.370000	1	237	50
777	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3054	0.491490	1.000000	+	0.996800	0	2285	46	6	4970	611	4.620000	5	462	55
778	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3057	0.336131	1.000000	-	0.993000	0	2288	46	6	4970	430	3.410000	2	341	94
779	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3058	0.001537	1.000000	-	0.995000	0	2289	46	5	4970	1031	8.610000	1	861	90
780	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3063	0.254216	1.000000	-	0.997000	0	2295	46	5	4970	381	2.660000	1	266	35
783	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3068	0.180144	1.000000	+	0.995000	0	2300	46	5	4970	99	0.770000	2	77	42
784	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3072	0.373056	1.000000	+	0.996250	0	2305	46	5	4970	374	3.090000	4	309	92
789	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3082	0.317934	1.000000	-	0.999000	0	2316	46	5	4970	354	2.350000	1	235	23
797	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3107	0.662306	1.000000	-	0.996000	0	2344	46	5	4970	135	1.200000	1	120	56
798	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3108	0.000208	0.708618	+	0.994400	0	2345	46	5	4970	105	0.530000	5	53	30
799	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3117	0.655063	1.000000	-	0.993000	0	2355	46	6	4970	139	1.220000	1	122	62
801	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3120	0.002056	1.000000	+	0.998000	0	2359	46	5	4970	1421	10.450000	21	1045	98
816	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3173	0.094820	1.000000	+	0.998400	0	2417	46	7	4970	805	6.180000	10	618	79
820	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP318	0.006603	1.000000	-	0.990000	0	2424	46	5	4970	942	7.020000	1	702	84
823	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3185	0.126456	1.000000	+	0.998357	0	2430	46	6	4970	1341	9.930000	14	993	92
828	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3202	0.109060	1.000000	+	0.997600	0	2450	46	5	4970	311	2.510000	5	251	60
830	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3205	0.018701	1.000000	+	0.999000	0	2453	46	6	4970	29	0.210000	2	21	19
836	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3221	0.183049	1.000000	-	0.992000	0	2471	46	6	4970	355	3.100000	1	310	60
837	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3222	0.239119	1.000000	+	0.997667	0	2472	46	5	4970	909	6.770000	9	677	110
838	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3224	0.023796	1.000000	-	0.995000	0	2474	46	6	4970	970	7.220000	2	722	55
843	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3238	0.019562	1.000000	+	0.997125	0	2489	46	5	4970	447	3.320000	8	332	80
844	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3242	0.531998	1.000000	+	0.996000	0	2494	46	5	4970	535	3.820000	4	382	48
850	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3251	0.088723	1.000000	+	0.998333	0	2504	46	5	4970	376	3.060000	6	306	80
855	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3265	0.397790	1.000000	+	0.996000	0	2519	46	5	4970	484	3.200000	4	320	32
860	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3274	0.194923	1.000000	+	0.997000	0	2529	46	5	4970	678	4.710000	7	471	72
863	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3278	0.543881	1.000000	-	0.991000	0	2533	46	6	4970	213	1.540000	1	154	47
865	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3280	0.004429	1.000000	-	0.997000	0	2536	46	5	4970	2111	15.510000	6	1551	131
868	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3292	0.035344	1.000000	+	0.996300	0	2549	46	6	4970	651	5.130000	10	513	73
874	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3323	0.144984	1.000000	+	0.993500	0	2584	46	6	4970	83	0.670000	2	67	46
877	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3329	0.069317	1.000000	-	0.997667	0	2590	46	5	4970	968	7.190000	3	719	58
880	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3333	0.376271	1.000000	-	0.996750	0	2595	46	7	4970	735	5.370000	4	537	76
890	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3362	0.581628	1.000000	-	0.994250	0	2627	46	5	4970	520	4.240000	4	424	82
892	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3366	0.365029	1.000000	+	0.998125	0	2631	46	5	4970	914	6.760000	8	676	50
894	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3373	0.178563	1.000000	-	0.991000	0	2639	46	5	4970	409	3.130000	1	313	78
896	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3384	0.680544	1.000000	-	0.998000	0	2651	46	6	4970	139	1.150000	1	115	64
898	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3389	0.000000	0.000777	+	0.997862	0	2656	46	6	4970	1340	9.740000	29	974	101
901	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3393	0.444816	1.000000	-	0.994286	0	2661	46	5	4970	1057	8.040000	7	804	47
912	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3424	0.331942	1.000000	-	0.994000	0	2696	46	5	4970	470	3.430000	2	343	60
916	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3431	0.385926	1.000000	-	0.997667	0	2704	46	5	4970	610	4.240000	3	424	49
921	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3440	0.348366	1.000000	-	0.995000	0	2714	46	6	4970	242	2.220000	1	222	34
922	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3441	0.000002	0.007155	+	0.998214	0	2715	46	5	4970	413	2.940000	14	294	38
928	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3454	0.253163	1.000000	+	0.993500	0	2729	46	5	4970	129	0.970000	2	97	45
929	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3457	0.051231	1.000000	-	0.995000	0	2732	46	6	4970	1240	9.030000	4	903	96
930	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3461	0.136637	1.000000	-	0.997250	0	2737	46	5	4970	1645	12.180000	8	1218	102
931	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3462	0.505557	1.000000	-	0.998000	0	2738	46	6	4970	2354	17.590000	17	1759	98
933	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3469	0.021690	1.000000	-	0.992000	0	2745	46	5	4970	724	5.680000	1	568	51
935	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3471	0.400812	1.000000	+	0.998000	0	2748	46	5	4970	60	0.510000	1	51	32
954	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3521	0.009559	1.000000	+	0.997250	0	2804	46	5	4970	117	0.820000	4	82	27
957	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3527	0.010387	1.000000	+	0.998200	0	2810	46	5	4970	1027	7.620000	15	762	105
959	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3532	0.633256	1.000000	-	0.998000	0	2816	46	5	4970	322	2.160000	2	216	40
965	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP355	0.275314	1.000000	+	0.994000	0	2835	46	5	4970	145	1.030000	2	103	28
967	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3551	0.435989	1.000000	+	0.995667	0	2837	46	6	4970	357	2.420000	3	242	55
972	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3566	0.104564	1.000000	-	0.999000	0	2853	46	5	4970	518	3.810000	1	381	74
973	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3568	0.113462	1.000000	+	0.997444	0	2855	46	5	4970	802	5.620000	9	562	46
975	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3575	0.245940	1.000000	+	0.995000	0	2863	46	7	4970	426	3.350000	5	335	95
981	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3583	0.128780	1.000000	-	0.996000	0	2872	46	5	4970	718	4.920000	2	492	68
987	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3591	0.430076	1.000000	+	0.996000	0	2881	46	5	4970	70	0.560000	1	56	41
990	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP36	0.070152	1.000000	+	0.999167	0	2890	46	5	4970	414	2.870000	6	287	51
991	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3602	0.720988	1.000000	-	0.991000	0	2894	46	5	4970	125	1.040000	1	104	58
995	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3617	0.021128	1.000000	-	0.996000	0	2910	46	6	4970	793	5.720000	1	572	48
996	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3619	0.038901	1.000000	+	0.998214	0	2912	46	5	4970	1033	8.240000	14	824	45
997	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3622	0.157081	1.000000	-	0.997000	0	2916	46	6	4970	981	7.140000	4	714	120
998	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3626	0.383177	1.000000	+	0.996250	0	2920	46	6	4970	923	6.880000	8	688	84
1001	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3633	0.732069	1.000000	-	0.998000	0	2928	46	5	4970	156	1.010000	1	101	33
1006	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3642	0.348539	1.000000	+	0.995500	0	2938	46	5	4970	145	1.230000	2	123	42
1009	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3647	0.074580	1.000000	+	0.997300	0	2943	46	5	4970	749	5.900000	10	590	81
1012	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3654	0.536930	1.000000	-	0.999500	0	2951	46	5	4970	714	4.470000	4	447	90
1013	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP3655	0.320633	1.000000	-	0.998000	0	2952	46	7	4970	368	2.340000	1	234	65
